"Distance" "MP" "Class"
"17150" 770 5 "Mammalia"
"17151" 774 13 "Mammalia"
"17152" 796 26.5 "Mammalia"
"17153" 803 26.5 "Mammalia"
"17154" 815 12.8 "Mammalia"
"17155" 826 12.9 "Mammalia"
"17156" 836 7 "Mammalia"
"17157" 842 6 "Mammalia"
"17158" 848 5.2 "Mammalia"
"17159" 863 4 "Mammalia"
"17160" 869 3.8 "Mammalia"
"17161" 871 3.8 "Mammalia"
"17162" 878 3.6 "Mammalia"
"17163" 888 4.2 "Mammalia"
"17164" 893 4.2 "Mammalia"
"17165" 908 3.5 "Mammalia"
"17166" 915 3.5 "Mammalia"
"17167" 921 3.4 "Mammalia"
"17168" 936 4.2 "Mammalia"
"17169" 940 3.9 "Mammalia"
"17170" 945 4.6 "Mammalia"
"17171" 977 4.8 "Mammalia"
"17172" 987 5.2 "Mammalia"
"17173" 1011 5.5 "Mammalia"
"17174" 1030 4.3 "Mammalia"
"17175" 1056 3.3 "Mammalia"
"17176" 1073 3.5 "Mammalia"
"17177" 1080 3.1 "Mammalia"
"17178" 1167 2.6 "Mammalia"
"17179" 1173 3.3 "Mammalia"
"17180" 1179 3.1 "Mammalia"
"17181" 1194 2.9 "Mammalia"
"17182" 1230 3.2 "Mammalia"
"17183" 1237 2.8 "Mammalia"
"17184" 1248 3.3 "Mammalia"
"17185" 1260 2.8 "Mammalia"
"17186" 1272 3.1 "Mammalia"
"17187" 1300 3.2 "Mammalia"
"17188" 1328 2.7 "Mammalia"
"17189" 1331 3.5 "Mammalia"
"17190" 1345 3.5 "Mammalia"
"17191" 1353 3.5 "Mammalia"
"17192" 1499 3.6 "Mammalia"
"17193" 1566 3.2 "Mammalia"
"17194" 1579 3.3 "Mammalia"
"17195" 1582 3.2 "Mammalia"
"17196" 1599 3.3 "Mammalia"
"17197" 1608 4.3 "Mammalia"
"17198" 1651 5.3 "Mammalia"
"17199" 1750 5.8 "Mammalia"
"17200" 1763 5.7 "Mammalia"
"17201" 1800 4 "Mammalia"
"17202" 1827 3.4 "Mammalia"
"17203" 1857 3 "Mammalia"
"17204" 1867 3.3 "Mammalia"
"17205" 1881 3.1 "Mammalia"
"17206" 1893 3 "Mammalia"
"17207" 1913 3.3 "Mammalia"
"17208" 1926 3.3 "Mammalia"
"17209" 1935 2.3 "Mammalia"
"17210" 1957 3.5 "Mammalia"
"17211" 1975 3.1 "Mammalia"
"17212" 1985 4 "Mammalia"
"17213" 2009 6.9 "Mammalia"
"17214" 2014 16.7 "Mammalia"
"17215" 2036 17.2 "Mammalia"
"17216" 2040 11.8 "Mammalia"
"17217" 2044 11.6 "Mammalia"
"17218" 2052 6.1 "Mammalia"
"17219" 2056 4.4 "Mammalia"
"17220" 2082 4.4 "Mammalia"
"17221" 2085 3.1 "Mammalia"
"17222" 2097 3.6 "Mammalia"
"17223" 2115 3.2 "Mammalia"
"17224" 2117 3.2 "Mammalia"
"17225" 2148 2.9 "Mammalia"
"17226" 2184 3.3 "Mammalia"
"17227" 2188 3 "Mammalia"
"17228" 2194 2.8 "Mammalia"
"17229" 2247 3.1 "Mammalia"
"17230" 2253 3.2 "Mammalia"
"17231" 2262 3.4 "Mammalia"
"17232" 2338 4.6 "Mammalia"
"17233" 2371 5.2 "Mammalia"
"17234" 2374 5.9 "Mammalia"
"17235" 2381 6.1 "Mammalia"
"17236" 2403 29.1 "Mammalia"
"17237" 2416 60.4 "Mammalia"
"17238" 2440 56.9 "Mammalia"
"17239" 2443 23.7 "Mammalia"
"17240" 2467 10 "Mammalia"
"17241" 2484 11 "Mammalia"
"17242" 2526 17.1 "Mammalia"
"17243" 2625 43.6 "Mammalia"
"17244" 2660 53.3 "Mammalia"
"17245" 2665 48.7 "Mammalia"
"17246" 2669 22.5 "Mammalia"
"17247" 2673 7.9 "Mammalia"
"17248" 2693 9.6 "Mammalia"
"17249" 2696 8.3 "Mammalia"
"17250" 2713 6.4 "Mammalia"
"17251" 2756 10.7 "Mammalia"
"17252" 2759 19.8 "Mammalia"
"17253" 2765 22 "Mammalia"
"17254" 2777 20.4 "Mammalia"
"17255" 2784 41.2 "Mammalia"
"17256" 2800 43.4 "Mammalia"
"17257" 2814 38.5 "Mammalia"
"17258" 2856 42.7 "Mammalia"
"17259" 2946 47.9 "Mammalia"
"17260" 2974 45.7 "Mammalia"
"17261" 2993 51.2 "Mammalia"
"17262" 3031 63.4 "Mammalia"
"17263" 3093 71.2 "Mammalia"
"17264" 3137 74.4 "Mammalia"
"17265" 3172 74.3 "Mammalia"
"17266" 3176 80.2 "Mammalia"
"17267" 3303 81.5 "Mammalia"
"17268" 3364 78.9 "Mammalia"
"17269" 3376 65 "Mammalia"
"17270" 3447 62.4 "Mammalia"
"17271" 3512 63.5 "Mammalia"
"17272" 3627 61.6 "Mammalia"
"17273" 3694 63.5 "Mammalia"
"17274" 3775 62.2 "Mammalia"
"17275" 3836 52.8 "Mammalia"
"17276" 3895 72.5 "Mammalia"
"17277" 3906 72.5 "Mammalia"
"17278" 3935 78.7 "Mammalia"
"17279" 3997 83.4 "Mammalia"
"17280" 4008 90.4 "Mammalia"
"17281" 4030 93.7 "Mammalia"
"17282" 4041 92.4 "Mammalia"
"17283" 4108 86.8 "Mammalia"
"17284" 4127 82.7 "Mammalia"
"17285" 4226 83.8 "Mammalia"
"17286" 4245 85.1 "Mammalia"
"17287" 4329 79.3 "Mammalia"
"17288" 4355 84.9 "Mammalia"
"17289" 4357 91.4 "Mammalia"
"17290" 4376 87.4 "Mammalia"
"17291" 4463 86.3 "Mammalia"
"17292" 4499 85.8 "Mammalia"
"17293" 4508 67 "Mammalia"
"17294" 4557 70.6 "Mammalia"
"17295" 4576 60.7 "Mammalia"
"17296" 4601 50.6 "Mammalia"
"17297" 4637 53.1 "Mammalia"
"17298" 4648 40.2 "Mammalia"
"17299" 4677 38.7 "Mammalia"
"17300" 4703 31 "Mammalia"
"17301" 4783 9.2 "Mammalia"
"17302" 4935 21.9 "Mammalia"
"17303" 4983 10.9 "Mammalia"
"17304" 5075 7.3 "Mammalia"
"17305" 5112 14.1 "Mammalia"
"17306" 5125 13.3 "Mammalia"
"17307" 5291 8.7 "Mammalia"
"17308" 5329 44.3 "Mammalia"
"17309" 5342 53.9 "Mammalia"
"17310" 5357 57.9 "Mammalia"
"17311" 5388 73 "Mammalia"
"17312" 5434 84.5 "Mammalia"
"17313" 5495 88.6 "Mammalia"
"17314" 5632 80.5 "Mammalia"
"17315" 5689 69 "Mammalia"
"17316" 5749 86 "Mammalia"
"17317" 5900 75.4 "Mammalia"
"17318" 5966 52.5 "Mammalia"
"17319" 6015 62.2 "Mammalia"
"17320" 6128 67.9 "Mammalia"
"17321" 6145 57.2 "Mammalia"
"17322" 6197 52.5 "Mammalia"
"17323" 6222 55.3 "Mammalia"
"17324" 6318 53.7 "Mammalia"
"17325" 6343 53.9 "Mammalia"
"17326" 6350 51.1 "Mammalia"
"17327" 6444 49.7 "Mammalia"
"17328" 6507 54.5 "Mammalia"
"17329" 6554 57.7 "Mammalia"
"17330" 6566 56 "Mammalia"
"17331" 6642 51.2 "Mammalia"
"17332" 7020 74.5 "Mammalia"
"17333" 7141 83.7 "Mammalia"
"17334" 7239 69.9 "Mammalia"
"17335" 7242 74.7 "Mammalia"
"17336" 7251 72.7 "Mammalia"
"17337" 7362 77.9 "Mammalia"
"17338" 7365 83.5 "Mammalia"
"17339" 7407 79.5 "Mammalia"
"17340" 7425 70.8 "Mammalia"
"17341" 7617 94.9 "Mammalia"
"17342" 7660 96.2 "Mammalia"
"17343" 7664 95.9 "Mammalia"
"17344" 7678 96.1 "Mammalia"
"17345" 7690 95.3 "Mammalia"
"17346" 7704 95.1 "Mammalia"
"17347" 7740 96.8 "Mammalia"
"17348" 7742 96.9 "Mammalia"
"17349" 7744 96.1 "Mammalia"
"17350" 7765 95.5 "Mammalia"
"17351" 7779 95.2 "Mammalia"
"17352" 7799 95.3 "Mammalia"
"17353" 7818 96.8 "Mammalia"
"17354" 7820 96.9 "Mammalia"
"17355" 7838 96.3 "Mammalia"
"17356" 7856 96.2 "Mammalia"
"17357" 7928 95.8 "Mammalia"
"17358" 7971 91.5 "Mammalia"
"17359" 8017 82.9 "Mammalia"
"17360" 8024 91.2 "Mammalia"
"17361" 8043 85.8 "Mammalia"
"17362" 8246 24.6 "Mammalia"
"17363" 8526 21.2 "Mammalia"
"17364" 9016 50.3 "Mammalia"
"17365" 9035 53.7 "Mammalia"
"17366" 9056 54.9 "Mammalia"
"17367" 9082 47.3 "Mammalia"
"17368" 9103 78.8 "Mammalia"
"17369" 9110 91.1 "Mammalia"
"17370" 9123 91.4 "Mammalia"
"17371" 9146 94.6 "Mammalia"
"17372" 9148 93.7 "Mammalia"
"17373" 9160 90.4 "Mammalia"
"17374" 9180 87.6 "Mammalia"
"17375" 9184 68.9 "Mammalia"
"17376" 9199 60.3 "Mammalia"
"17377" 9201 53.8 "Mammalia"
"17378" 9232 52.9 "Mammalia"
"17379" 9238 52.3 "Mammalia"
"17380" 9249 53.5 "Mammalia"
"17381" 9259 45.4 "Mammalia"
"17382" 9276 42.8 "Mammalia"
"17383" 9440 36 "Mammalia"
"17384" 9472 8.9 "Mammalia"
"17385" 9595 3.3 "Mammalia"
"17386" 9643 2.7 "Mammalia"
"17387" 9687 2.6 "Mammalia"
"17388" 9726 2.7 "Mammalia"
"17389" 9759 3.4 "Mammalia"
"17390" 9778 3.5 "Mammalia"
"17391" 9788 4.6 "Mammalia"
"17392" 9791 4.8 "Mammalia"
"17393" 9809 4.6 "Mammalia"
"17394" 9813 4.6 "Mammalia"
"17395" 9822 4.3 "Mammalia"
"17396" 9824 3.7 "Mammalia"
"17397" 9842 4 "Mammalia"
"17398" 9856 3.2 "Mammalia"
"17399" 9858 3 "Mammalia"
"17400" 9861 4.1 "Mammalia"
"17401" 9875 3.3 "Mammalia"
"17402" 9879 3.7 "Mammalia"
"17403" 9881 4 "Mammalia"
"17404" 9883 3.3 "Mammalia"
"17405" 9890 3.4 "Mammalia"
"17406" 9894 2.6 "Mammalia"
"17407" 9896 2.5 "Mammalia"
"17408" 9904 4.2 "Mammalia"
"17409" 9912 3.3 "Mammalia"
"17410" 9917 3.3 "Mammalia"
"17411" 9920 3.7 "Mammalia"
"17412" 9924 3.4 "Mammalia"
"17413" 9927 3.5 "Mammalia"
"17414" 9936 3.9 "Mammalia"
"17415" 9946 3.9 "Mammalia"
"17416" 9958 3.7 "Mammalia"
"17417" 9976 3.6 "Mammalia"
"17418" 9980 3.4 "Mammalia"
"17419" 9982 3.3 "Mammalia"
"17420" 9985 3.6 "Mammalia"
"17421" 9952 4.9 "Mammalia"
"17422" 9920 40.6 "Mammalia"
"17423" 9855 47.2 "Mammalia"
"17424" 9740 59.8 "Mammalia"
"17425" 9730 67.6 "Mammalia"
"17426" 9719 82.2 "Mammalia"
"17427" 9713 89.5 "Mammalia"
"17428" 9680 91.5 "Mammalia"
"17429" 9665 94.3 "Mammalia"
"17430" 9661 94.5 "Mammalia"
"17431" 9641 94.5 "Mammalia"
"17432" 9629 96.5 "Mammalia"
"17433" 9627 96.5 "Mammalia"
"17434" 9591 95.2 "Mammalia"
"17435" 9584 95.3 "Mammalia"
"17436" 9558 95.1 "Mammalia"
"17437" 9537 96.3 "Mammalia"
"17438" 9535 96.4 "Mammalia"
"17439" 9518 95.1 "Mammalia"
"17440" 9441 95.7 "Mammalia"
"17441" 9340 95.2 "Mammalia"
"17442" 9331 92.5 "Mammalia"
"17443" 9314 89.8 "Mammalia"
"17444" 9294 87.2 "Mammalia"
"17445" 9289 87.8 "Mammalia"
"17446" 9268 89.1 "Mammalia"
"17447" 9230 87.5 "Mammalia"
"17448" 9162 93.6 "Mammalia"
"17449" 9160 94.7 "Mammalia"
"17450" 9148 92.9 "Mammalia"
"17451" 9089 93 "Mammalia"
"17452" 9077 93.1 "Mammalia"
"17453" 9071 94.4 "Mammalia"
"17454" 9069 93.1 "Mammalia"
"17455" 9060 91.9 "Mammalia"
"17456" 8907 89 "Mammalia"
"17457" 8863 66.4 "Mammalia"
"17458" 8860 64.5 "Mammalia"
"17459" 8758 59.9 "Mammalia"
"17460" 8487 91.9 "Mammalia"
"17461" 8172 91 "Mammalia"
"17462" 7939 70 "Mammalia"
"17463" 7920 66.7 "Mammalia"
"17464" 7913 55.8 "Mammalia"
"17465" 7906 50.6 "Mammalia"
"17466" 7867 57.8 "Mammalia"
"17467" 7837 79.7 "Mammalia"
"17468" 7763 73 "Mammalia"
"17469" 7675 87.8 "Mammalia"
"17470" 7661 91 "Mammalia"
"17471" 7640 93.6 "Mammalia"
"17472" 7613 94.3 "Mammalia"
"17473" 7602 93.5 "Mammalia"
"17474" 7588 95.2 "Mammalia"
"17475" 7586 95.8 "Mammalia"
"17476" 7579 93.8 "Mammalia"
"17477" 7576 94.7 "Mammalia"
"17478" 7562 95 "Mammalia"
"17479" 7558 95.1 "Mammalia"
"17480" 7536 95.1 "Mammalia"
"17481" 7526 95.6 "Mammalia"
"17482" 7518 95.2 "Mammalia"
"17483" 7515 92.7 "Mammalia"
"17484" 7441 91.6 "Mammalia"
"17485" 7314 69.1 "Mammalia"
"17486" 7199 65.6 "Mammalia"
"17487" 7146 67.3 "Mammalia"
"17488" 7123 74.1 "Mammalia"
"17489" 7048 45.8 "Mammalia"
"17490" 6927 73.2 "Mammalia"
"17491" 6880 66 "Mammalia"
"17492" 6875 59.8 "Mammalia"
"17493" 6822 43.2 "Mammalia"
"17494" 6792 47.9 "Mammalia"
"17495" 6550 65.2 "Mammalia"
"17496" 6520 69.2 "Mammalia"
"17497" 6500 85.9 "Mammalia"
"17498" 6476 89.9 "Mammalia"
"17499" 6474 90.8 "Mammalia"
"17500" 6462 94.7 "Mammalia"
"17501" 6349 93 "Mammalia"
"17502" 6312 83.1 "Mammalia"
"17503" 6306 81.4 "Mammalia"
"17504" 6256 91.2 "Mammalia"
"17505" 6249 94.1 "Mammalia"
"17506" 6231 94.6 "Mammalia"
"17507" 6131 94.3 "Mammalia"
"17508" 6102 94 "Mammalia"
"17509" 6058 94.2 "Mammalia"
"17510" 6038 94.4 "Mammalia"
"17511" 6020 90.7 "Mammalia"
"17512" 6011 73.2 "Mammalia"
"17513" 5939 82.5 "Mammalia"
"17514" 5928 76.6 "Mammalia"
"17515" 5921 63.9 "Mammalia"
"17516" 5889 61.8 "Mammalia"
"17517" 5880 65.9 "Mammalia"
"17518" 5872 67.9 "Mammalia"
"17519" 5814 67.1 "Mammalia"
"17520" 5793 59.3 "Mammalia"
"17521" 5770 55.2 "Mammalia"
"17522" 5735 52.1 "Mammalia"
"17523" 5657 46 "Mammalia"
"17524" 5597 43.2 "Mammalia"
"17525" 5540 40.1 "Mammalia"
"17526" 5403 44.7 "Mammalia"
"17527" 5342 49 "Mammalia"
"17528" 5324 48.2 "Mammalia"
"17529" 5272 47.2 "Mammalia"
"17530" 5265 47.2 "Mammalia"
"17531" 5250 46.3 "Mammalia"
"17532" 5229 44.6 "Mammalia"
"17533" 5201 43 "Mammalia"
"17534" 5199 41.3 "Mammalia"
"17535" 5030 39.7 "Mammalia"
"17536" 5017 34.4 "Mammalia"
"17537" 5009 30.9 "Mammalia"
"17538" 4994 23.4 "Mammalia"
"17539" 4981 27.1 "Mammalia"
"17540" 4953 33.5 "Mammalia"
"17541" 4825 30.7 "Mammalia"
"17542" 4799 26.1 "Mammalia"
"17543" 4785 57.8 "Mammalia"
"17544" 4594 84.3 "Mammalia"
"17545" 4563 88.3 "Mammalia"
"17546" 4552 88.3 "Mammalia"
"17547" 4516 84.8 "Mammalia"
"17548" 4472 84.7 "Mammalia"
"17549" 4423 84.1 "Mammalia"
"17550" 4416 77.1 "Mammalia"
"17551" 4378 84.5 "Mammalia"
"17552" 4339 81.5 "Mammalia"
"17553" 4326 81.7 "Mammalia"
"17554" 4287 80.3 "Mammalia"
"17555" 4257 60.5 "Mammalia"
"17556" 4248 62.5 "Mammalia"
"17557" 4183 63.4 "Mammalia"
"17558" 4164 49.6 "Mammalia"
"17559" 4048 40.6 "Mammalia"
"17560" 4025 21.3 "Mammalia"
"17561" 3978 7.7 "Mammalia"
"17562" 3946 5.5 "Mammalia"
"17563" 3940 5.3 "Mammalia"
"17564" 3917 13.2 "Mammalia"
"17565" 3906 26.1 "Mammalia"
"17566" 3892 33 "Mammalia"
"17567" 3847 37.2 "Mammalia"
"17568" 3818 47.3 "Mammalia"
"17569" 3798 50.1 "Mammalia"
"17570" 3776 49 "Mammalia"
"17571" 3704 52.4 "Mammalia"
"17572" 3636 48.4 "Mammalia"
"17573" 3628 43.6 "Mammalia"
"17574" 3608 48.4 "Mammalia"
"17575" 3474 55.6 "Mammalia"
"17576" 3458 58.1 "Mammalia"
"17577" 3391 73.6 "Mammalia"
"17578" 3318 77.3 "Mammalia"
"17579" 3230 82.7 "Mammalia"
"17580" 3195 81.6 "Mammalia"
"17581" 3191 68.3 "Mammalia"
"17582" 3156 74.7 "Mammalia"
"17583" 3053 74.3 "Mammalia"
"17584" 3015 72.3 "Mammalia"
"17585" 2996 49.4 "Mammalia"
"17586" 2968 50.1 "Mammalia"
"17587" 2883 51.9 "Mammalia"
"17588" 2857 11.1 "Mammalia"
"17589" 2841 8.1 "Mammalia"
"17590" 2827 5.7 "Mammalia"
"17591" 2811 4 "Mammalia"
"17592" 2804 3.8 "Mammalia"
"17593" 2786 3.8 "Mammalia"
"17594" 2783 3.3 "Mammalia"
"17595" 2740 2.5 "Mammalia"
"17596" 2723 3.1 "Mammalia"
"17597" 2720 3.3 "Mammalia"
"17598" 2711 3.6 "Mammalia"
"17599" 2700 4.4 "Mammalia"
"17600" 2687 5.1 "Mammalia"
"17601" 2648 6.9 "Mammalia"
"17602" 2598 8.7 "Mammalia"
"17603" 2589 6.6 "Mammalia"
"17604" 2510 5.5 "Mammalia"
"17605" 2493 5.3 "Mammalia"
"17606" 2469 4.7 "Mammalia"
"17607" 2466 3.5 "Mammalia"
"17608" 2459 3.7 "Mammalia"
"17609" 2442 3.9 "Mammalia"
"17610" 2429 3.8 "Mammalia"
"17611" 2407 3.6 "Mammalia"
"17612" 2400 3 "Mammalia"
"17613" 2397 3.2 "Mammalia"
"17614" 2364 3.6 "Mammalia"
"17615" 2288 4.2 "Mammalia"
"17616" 2279 3.8 "Mammalia"
"17617" 2263 3.4 "Mammalia"
"17618" 2220 3.5 "Mammalia"
"17619" 2214 3 "Mammalia"
"17620" 2210 3 "Mammalia"
"17621" 2183 3.4 "Mammalia"
"17622" 2174 3.5 "Mammalia"
"17623" 2143 4.1 "Mammalia"
"17624" 2141 4.9 "Mammalia"
"17625" 2123 7.3 "Mammalia"
"17626" 2111 10.4 "Mammalia"
"17627" 2108 11.4 "Mammalia"
"17628" 2082 10.8 "Mammalia"
"17629" 2078 10.8 "Mammalia"
"17630" 2070 5.2 "Mammalia"
"17631" 2066 5.1 "Mammalia"
"17632" 2062 5.4 "Mammalia"
"17633" 2040 5.6 "Mammalia"
"17634" 2035 5.5 "Mammalia"
"17635" 2011 5.4 "Mammalia"
"17636" 2001 5.3 "Mammalia"
"17637" 1983 5.7 "Mammalia"
"17638" 1961 6.1 "Mammalia"
"17639" 1952 8.6 "Mammalia"
"17640" 1939 10.1 "Mammalia"
"17641" 1919 8.1 "Mammalia"
"17642" 1907 4.9 "Mammalia"
"17643" 1893 4.4 "Mammalia"
"17644" 1883 4.5 "Mammalia"
"17645" 1853 4.1 "Mammalia"
"17646" 1826 3.6 "Mammalia"
"17647" 1811 3.6 "Mammalia"
"17648" 1776 3.6 "Mammalia"
"17649" 1691 3.9 "Mammalia"
"17650" 1639 4.2 "Mammalia"
"17651" 1633 5.1 "Mammalia"
"17652" 1617 5.2 "Mammalia"
"17653" 1550 4.4 "Mammalia"
"17654" 1433 3.2 "Mammalia"
"17655" 1411 3.3 "Mammalia"
"17656" 1404 3.2 "Mammalia"
"17657" 1395 3.2 "Mammalia"
"17658" 1387 3.2 "Mammalia"
"17659" 1378 3.5 "Mammalia"
"17660" 1350 3.8 "Mammalia"
"17661" 1322 3.5 "Mammalia"
"17662" 1310 3.6 "Mammalia"
"17663" 1298 3.7 "Mammalia"
"17664" 1287 3.4 "Mammalia"
"17665" 1280 3.5 "Mammalia"
"17666" 1244 3.7 "Mammalia"
"17667" 1229 3.4 "Mammalia"
"17668" 1223 3.9 "Mammalia"
"17669" 1217 3.6 "Mammalia"
"17670" 1177 3.8 "Mammalia"
"17671" 1172 4 "Mammalia"
"17672" 1169 3.8 "Mammalia"
"17673" 1130 3.9 "Mammalia"
"17674" 1123 3.8 "Mammalia"
"17675" 1106 3.6 "Mammalia"
"17676" 1080 3.6 "Mammalia"
"17677" 1061 3.9 "Mammalia"
"17678" 1037 3.6 "Mammalia"
"17679" 1027 3.7 "Mammalia"
"17680" 995 4.1 "Mammalia"
"17681" 993 3.4 "Mammalia"
"17682" 990 3.6 "Mammalia"
"17683" 986 3.9 "Mammalia"
"17684" 971 3.2 "Mammalia"
"17685" 965 3.6 "Mammalia"
"17686" 958 3.6 "Mammalia"
"17687" 943 3.9 "Mammalia"
"17688" 938 3.9 "Mammalia"
"17689" 928 3.8 "Mammalia"
"17690" 921 4.3 "Mammalia"
"17691" 919 3.7 "Mammalia"
"17692" 913 4 "Mammalia"
"17693" 898 3.8 "Mammalia"
"17694" 892 3.6 "Mammalia"
"17695" 886 3.9 "Mammalia"
"17696" 880 3.7 "Mammalia"
"17697" 876 4 "Mammalia"
"17698" 865 4.1 "Mammalia"
"17699" 846 3.8 "Mammalia"
"17700" 824 3.9 "Mammalia"
"17701" 820 4.4 "Mammalia"
"17702" 816 4.4 "Mammalia"
"17703" 810 4.6 "Mammalia"
"17704" 795 4.5 "Mammalia"
"17705" 792 4.5 "Mammalia"
"17706" 787 4.2 "Mammalia"
"17707" 785 4 "Mammalia"
"17708" 779 3.8 "Mammalia"
"17709" 774 3.8 "Mammalia"
"17710" 764 3.3 "Mammalia"
"17711" 761 3.5 "Mammalia"
"17712" 758 2.9 "Mammalia"
"17713" 756 3.7 "Mammalia"
"17714" 754 3.9 "Mammalia"
"17715" 729 3.3 "Mammalia"
"17716" 725 2.6 "Mammalia"
"17717" 721 2.7 "Mammalia"
"17718" 719 2.9 "Mammalia"
"17719" 697 3.5 "Mammalia"
"17720" 695 4.1 "Mammalia"
"17721" 684 3.2 "Mammalia"
"17722" 678 3.2 "Mammalia"
"17723" 676 3.2 "Mammalia"
"17724" 671 4.1 "Mammalia"
"17725" 669 4.2 "Mammalia"
"17726" 650 4.1 "Mammalia"
"17727" 637 3.5 "Mammalia"
"17728" 633 3.5 "Mammalia"
"17729" 630 3.7 "Mammalia"
"17730" 624 3.7 "Mammalia"
"17731" 619 3.7 "Mammalia"
"17732" 601 3.4 "Mammalia"
"17733" 598 3.5 "Mammalia"
"17734" 594 3.6 "Mammalia"
"17735" 577 3.8 "Mammalia"
"17736" 575 3.6 "Mammalia"
"17737" 568 3.8 "Mammalia"
"17738" 565 3.5 "Mammalia"
"17739" 562 3.4 "Mammalia"
"17740" 560 3.1 "Mammalia"
"17741" 547 3.8 "Mammalia"
"17742" 545 4 "Mammalia"
"17743" 539 3.6 "Mammalia"
"17744" 533 2.9 "Mammalia"
"17745" 531 2.7 "Mammalia"
"17746" 528 4.2 "Mammalia"
"17747" 526 4.2 "Mammalia"
"17748" 523 3.8 "Mammalia"
"17749" 508 3.6 "Mammalia"
"17750" 504 3.8 "Mammalia"
"17751" 500 4 "Mammalia"
"17752" 495 3.4 "Mammalia"
"17753" 489 3.6 "Mammalia"
"17754" 482 3.3 "Mammalia"
"17755" 473 3.7 "Mammalia"
"17756" 471 3.5 "Mammalia"
"17757" 465 3.4 "Mammalia"
"17758" 461 3.2 "Mammalia"
"17759" 459 3.1 "Mammalia"
"17760" 434 3 "Mammalia"
"17761" 420 3.2 "Mammalia"
"17762" 417 3.4 "Mammalia"
"17763" 415 3.2 "Mammalia"
"17764" 399 4.1 "Mammalia"
"17765" 394 4.9 "Mammalia"
"17766" 386 5.7 "Mammalia"
"17767" 378 4.7 "Mammalia"
"17768" 370 4.7 "Mammalia"
"17769" 367 4.6 "Mammalia"
"17770" 362 4.5 "Mammalia"
"17771" 359 4.1 "Mammalia"
"17772" 356 4.1 "Mammalia"
"17773" 351 4.5 "Mammalia"
"17774" 342 4.4 "Mammalia"
"17775" 338 4.6 "Mammalia"
"17776" 326 4.6 "Mammalia"
"17777" 324 4.1 "Mammalia"
"17778" 315 4.4 "Mammalia"
"17779" 298 4 "Mammalia"
"17780" 296 3.7 "Mammalia"
"17781" 291 4.5 "Mammalia"
"17782" 287 4.5 "Mammalia"
"17783" 279 4.3 "Mammalia"
"17784" 273 4.5 "Mammalia"
"17785" 269 4.9 "Mammalia"
"17786" 262 5.3 "Mammalia"
"17787" 245 5.7 "Mammalia"
"17788" 225 6 "Mammalia"
"17789" 219 5.8 "Mammalia"
"17790" 213 5 "Mammalia"
"17791" 211 4.8 "Mammalia"
"17792" 209 4.6 "Mammalia"
"17793" 198 3.6 "Mammalia"
"17794" 189 3.2 "Mammalia"
"17795" 187 2.8 "Mammalia"
"17796" 178 3.8 "Mammalia"
"17797" 170 3.7 "Mammalia"
"17798" 165 3.3 "Mammalia"
"17799" 161 3.4 "Mammalia"
"17800" 158 3.7 "Mammalia"
"17801" 156 3.2 "Mammalia"
"17802" 138 3.9 "Mammalia"
"17803" 128 3.9 "Mammalia"
"17804" 125 3.4 "Mammalia"
"17805" 122 3.5 "Mammalia"
"17806" 116 3.9 "Mammalia"
"17807" 111 3.4 "Mammalia"
"17808" 108 3.6 "Mammalia"
"17809" 102 3.6 "Mammalia"
"17810" 85 2.9 "Mammalia"
"17811" 76 4.2 "Mammalia"
"17812" 74 3.5 "Mammalia"
"17813" 68 3.1 "Mammalia"
"17814" 56 3.3 "Mammalia"
"17815" 54 2.8 "Mammalia"
"17816" 51 4 "Mammalia"
"17817" 49 3.9 "Mammalia"
"17818" 46 3.6 "Mammalia"
"17819" 43 3.7 "Mammalia"
"17820" 29 3.4 "Mammalia"
"17821" 26 3.8 "Mammalia"
"17822" 23 4.4 "Mammalia"
"17823" 21 3.8 "Mammalia"
"17824" 17 4.4 "Mammalia"
"17825" 13 4.4 "Mammalia"
"17826" -8 4 "Mammalia"
"17827" -13 4.2 "Mammalia"
"17828" -20 4 "Mammalia"
"17829" -33 3.6 "Mammalia"
"17830" -35 3.5 "Mammalia"
"17831" -38 3.9 "Mammalia"
"17832" -49 3.9 "Mammalia"
"17833" -55 3.7 "Mammalia"
"17834" -58 3.8 "Mammalia"
"17835" -145 3.2 "Mammalia"
"17836" -151 3.5 "Mammalia"
"17837" -203 3.8 "Mammalia"
"17838" -205 3.4 "Mammalia"
"17839" -219 3.8 "Mammalia"
"17840" -226 4.1 "Mammalia"
"17841" -231 3.7 "Mammalia"
"17842" -234 4 "Mammalia"
"17843" -253 4.1 "Mammalia"
"17844" -258 4.1 "Mammalia"
"17845" -264 4.5 "Mammalia"
"17846" -266 4 "Mammalia"
"17847" -284 4.3 "Mammalia"
"17848" -301 5 "Mammalia"
"17849" -316 4.8 "Mammalia"
"17850" -326 4.2 "Mammalia"
"17851" -353 3.8 "Mammalia"
"17852" -358 3.9 "Mammalia"
"17853" -383 3.6 "Mammalia"
"17854" -406 3.4 "Mammalia"
"17855" -445 3.6 "Mammalia"
"17856" -522 3.5 "Mammalia"
"17857" -541 3 "Mammalia"
"17858" -698 3.9 "Mammalia"
"17859" -735 3.9 "Mammalia"
"17860" -790 3.7 "Mammalia"
"17861" -806 4 "Mammalia"
"17862" -854 3.9 "Mammalia"
"17863" -857 3.7 "Mammalia"
"17864" -862 4.1 "Mammalia"
