"spcdist" "p_value"
"8247" -1754 0.86
"8248" -1753 0.51
"8249" -1752 0.3
"8250" -1751 0.89
"8251" -1750 0.986
"8252" -1749 0.821
"8253" -1748 0.573
"8254" -1747 0.923
"8255" -1746 0.527
"8256" -1745 0.248
"8257" -1744 0.881
"8258" -1743 0.609
"8259" -1742 0.58
"8260" -1741 0.841
"8261" -1740 0.545
"8262" -1739 0.513
"8263" -1738 0.838
"8264" -1737 0.267
"8265" -1736 0.505
"8266" -1735 0.78
"8267" -1734 0.853
"8268" -1733 0.707
"8269" -1732 0.323
"8270" -1731 0.801
"8271" -1730 0.335
"8272" -1729 0.985
"8273" -1728 0.879
"8274" -1727 0.628
"8275" -1726 0.342
"8276" -1725 0.833
"8277" -1724 0.26
"8278" -1723 0.157
"8279" -1722 0.936
"8280" -1721 0.092
"8281" -1720 0.846
"8282" -1719 0.102
"8283" -1718 0.806
"8284" -1717 0.137
"8285" -1716 0.637
"8286" -1715 0.684
"8287" -1714 0.731
"8288" -1713 0.217
"8289" -1712 0.591
"8290" -1711 0.587
"8291" -1710 0.54
"8292" -1709 0.429
"8293" -1708 0.484
"8294" -1707 0.339
"8295" -1706 0.666
"8296" -1705 0.63
"8297" -1704 0.584
"8298" -1703 0.74
"8299" -1702 0.361
"8300" -1701 0.193
"8301" -1700 0.716
"8302" -1699 0.137
"8303" -1698 0.429
"8304" -1697 0.23
"8305" -1696 0.39
"8306" -1695 0.862
"8307" -1694 0.652
"8308" -1693 0.243
"8309" -1692 0.734
"8310" -1691 0.815
"8311" -1690 0.307
"8312" -1689 0.35
"8313" -1688 0.991
"8314" -1687 0.271
"8315" -1686 0.531
"8316" -1685 0.096
"8317" -1684 0.446
"8318" -1683 0.913
"8319" -1682 0.933
"8320" -1681 0.389
"8321" -1680 0.308
"8322" -1679 0.381
"8323" -1678 0.429
"8324" -1677 0.711
"8325" -1676 0.232
"8326" -1675 0.347
"8327" -1674 0.659
"8328" -1673 0.624
"8329" -1672 0.424
"8330" -1671 0.999
"8331" -1670 0.436
"8332" -1669 0.512
"8333" -1668 0.272
"8334" -1667 0.379
"8335" -1666 0.373
"8336" -1665 0.652
"8337" -1664 0.551
"8338" -1663 0.29
"8339" -1662 0.826
"8340" -1661 0.875
"8341" -1660 0.655
"8342" -1659 0.35
"8343" -1658 0.449
"8344" -1657 0.876
"8345" -1656 0.313
"8346" -1655 0.176
"8347" -1654 0.575
"8348" -1653 0.333
"8349" -1652 0.745
"8350" -1651 0.064
"8351" -1650 0.28
"8352" -1649 0.39
"8353" -1648 0.352
"8354" -1647 0.921
"8355" -1646 0.699
"8356" -1645 0.631
"8357" -1644 0.037
"8358" -1643 0.849
"8359" -1642 0.715
"8360" -1641 0.83
"8361" -1640 0.881
"8362" -1639 0.419
"8363" -1638 0.696
"8364" -1637 0.199
"8365" -1636 0.673
"8366" -1635 0.299
"8367" -1634 0.479
"8368" -1633 0.506
"8369" -1632 0.653
"8370" -1631 0.526
"8371" -1630 0.492
"8372" -1629 0.644
"8373" -1628 0.284
"8374" -1627 0.03
"8375" -1626 0.192
"8376" -1625 0.54
"8377" -1624 0.935
"8378" -1623 0.276
"8379" -1622 0.593
"8380" -1621 0.256
"8381" -1620 0.702
"8382" -1619 0.622
"8383" -1618 0.022
"8384" -1617 0.3
"8385" -1616 0.463
"8386" -1615 0.261
"8387" -1614 0.025
"8388" -1613 0.016
"8389" -1612 0.127
"8390" -1611 0.689
"8391" -1610 0.034
"8392" -1609 0.111
"8393" -1608 0.098
"8394" -1607 0.854
"8395" -1606 0.3
"8396" -1605 0.541
"8397" -1604 0.589
"8398" -1603 0.001
"8399" -1602 0.365
"8400" -1601 0.476
"8401" -1600 0.296
"8402" -1599 0.175
"8403" -1598 0.298
"8404" -1597 0.266
"8405" -1596 0.602
"8406" -1595 0.503
"8407" -1594 0.079
"8408" -1593 0.715
"8409" -1592 0.352
"8410" -1591 0.296
"8411" -1590 0.565
"8412" -1589 0.231
"8413" -1588 0.085
"8414" -1587 0.496
"8415" -1586 0.336
"8416" -1585 0.422
"8417" -1584 0.205
"8418" -1583 0.391
"8419" -1582 0.14
"8420" -1581 0.254
"8421" -1580 0.097
"8422" -1579 0.154
"8423" -1578 0.232
"8424" -1577 0.532
"8425" -1576 0.308
"8426" -1575 0.433
"8427" -1574 0.345
"8428" -1573 0.62
"8429" -1572 0.184
"8430" -1571 0.309
"8431" -1570 0.798
"8432" -1569 0.236
"8433" -1568 0.147
"8434" -1567 0.004
"8435" -1566 0.868
"8436" -1565 0.266
"8437" -1564 0.743
"8438" -1563 0.394
"8439" -1562 0.088
"8440" -1561 0.733
"8441" -1560 0.273
"8442" -1559 0.101
"8443" -1558 0.287
"8444" -1557 0.2
"8445" -1556 0.347
"8446" -1555 0.426
"8447" -1554 0.143
"8448" -1553 0.23
"8449" -1552 0.133
"8450" -1551 0.258
"8451" -1550 0.642
"8452" -1549 0.033
"8453" -1548 0.126
"8454" -1547 0.49
"8455" -1546 0.298
"8456" -1545 0.433
"8457" -1544 0.568
"8458" -1543 0.375
"8459" -1542 0.015
"8460" -1541 0.738
"8461" -1540 0.424
"8462" -1539 0.092
"8463" -1538 0.064
"8464" -1537 0.09
"8465" -1536 0.946
"8466" -1535 0.199
"8467" -1534 0.05
"8468" -1533 0.272
"8469" -1532 0.652
"8470" -1531 0.173
"8471" -1530 0.751
"8472" -1529 0.13
"8473" -1528 0.197
"8474" -1527 0.192
"8475" -1526 0.422
"8476" -1525 0.119
"8477" -1524 0.087
"8478" -1523 0.021
"8479" -1522 0.045
"8480" -1521 0.19
"8481" -1520 0.564
"8482" -1519 0.362
"8483" -1518 0.033
"8484" -1517 0.189
"8485" -1516 0.495
"8486" -1515 0.167
"8487" -1514 0.121
"8488" -1513 0.052
"8489" -1512 0.67
"8490" -1511 0.027
"8491" -1510 0.167
"8492" -1509 0.143
"8493" -1508 0.257
"8494" -1507 0.48
"8495" -1506 0.267
"8496" -1505 0.075
"8497" -1504 0.061
"8498" -1503 0.042
"8499" -1502 0.072
"8500" -1501 0.108
"8501" -1500 0.285
"8502" -1499 0.44
"8503" -1498 0.252
"8504" -1497 0.109
"8505" -1496 0.337
"8506" -1495 0.622
"8507" -1494 0.213
"8508" -1493 0.003
"8509" -1492 0.042
"8510" -1491 0.084
"8511" -1490 0.584
"8512" -1489 0.13
"8513" -1488 0.383
"8514" -1487 0.62
"8515" -1486 0.067
"8516" -1485 0.662
"8517" -1484 0.088
"8518" -1483 0.044
"8519" -1482 0.083
"8520" -1481 0.824
"8521" -1480 0.007
"8522" -1479 0.081
"8523" -1478 0.188
"8524" -1477 0.555
"8525" -1476 0.055
"8526" -1475 0.164
"8527" -1474 0.121
"8528" -1473 0.122
"8529" -1472 0.162
"8530" -1471 0.847
"8531" -1470 0.076
"8532" -1469 0.194
"8533" -1468 0.242
"8534" -1467 0.283
"8535" -1466 0.228
"8536" -1465 0.079
"8537" -1464 0.598
"8538" -1463 0.13
"8539" -1462 0.281
"8540" -1461 0.129
"8541" -1460 0.013
"8542" -1459 0.117
"8543" -1458 0.033
"8544" -1457 0.284
"8545" -1456 0.236
"8546" -1455 0.005
"8547" -1454 0.653
"8548" -1453 0.08
"8549" -1452 0.179
"8550" -1451 0.021
"8551" -1450 0.079
"8552" -1449 0.015
"8553" -1448 0.2
"8554" -1447 0.142
"8555" -1446 0.007
"8556" -1445 0.02
"8557" -1444 0.039
"8558" -1443 0.24
"8559" -1442 0.153
"8560" -1441 0.351
"8561" -1440 0.065
"8562" -1439 0.221
"8563" -1438 0.013
"8564" -1437 0.092
"8565" -1436 0.088
"8566" -1435 0.104
"8567" -1434 0.014
"8568" -1433 0.382
"8569" -1432 0.002
"8570" -1431 0.003
"8571" -1430 0.001
"8572" -1429 0.289
"8573" -1428 0.101
"8574" -1427 0.044
"8575" -1426 0.209
"8576" -1425 0.014
"8577" -1424 0.204
"8578" -1423 0.056
"8579" -1422 0.42
"8580" -1421 0.314
"8581" -1420 0.001
"8582" -1419 0.315
"8583" -1418 0.013
"8584" -1417 0.06
"8585" -1416 0.065
"8586" -1415 0.015
"8587" -1414 0.066
"8588" -1413 0
"8589" -1412 0.043
"8590" -1411 0.002
"8591" -1410 0.332
"8592" -1409 0.258
"8593" -1408 0.024
"8594" -1407 0.077
"8595" -1406 0.002
"8596" -1405 0.209
"8597" -1404 0.001
"8598" -1403 0.113
"8599" -1402 0.001
"8600" -1401 0.114
"8601" -1400 0.003
"8602" -1399 0.072
"8603" -1398 0.03
"8604" -1397 0.069
"8605" -1396 0.009
"8606" -1395 0.018
"8607" -1394 0.001
"8608" -1393 0.019
"8609" -1392 0.002
"8610" -1391 0.262
"8611" -1390 0.046
"8612" -1389 0.02
"8613" -1388 0.328
"8614" -1387 0.067
"8615" -1386 0.038
"8616" -1385 0.168
"8617" -1384 0.036
"8618" -1383 0.05
"8619" -1382 0.058
"8620" -1381 0.244
"8621" -1380 0.024
"8622" -1379 0.04
"8623" -1378 0.056
"8624" -1377 0.001
"8625" -1376 0.007
"8626" -1375 0.032
"8627" -1374 0.029
"8628" -1373 0.05
"8629" -1372 0.133
"8630" -1371 0.03
"8631" -1370 0.063
"8632" -1369 0.09
"8633" -1368 0.04
"8634" -1367 0.008
"8635" -1366 0.072
"8636" -1365 0.001
"8637" -1364 0.007
"8638" -1363 0
"8639" -1362 0.243
"8640" -1361 0.01
"8641" -1360 0.016
"8642" -1359 0.005
"8643" -1358 0
"8644" -1357 0.281
"8645" -1356 0
"8646" -1355 0.076
"8647" -1354 0.011
"8648" -1353 0.004
"8649" -1352 0.242
"8650" -1351 0.164
"8651" -1350 0.01
"8652" -1349 0.202
"8653" -1348 0.055
"8654" -1347 0.019
"8655" -1346 0
"8656" -1345 0.008
"8657" -1344 0.049
"8658" -1343 0.006
"8659" -1342 0
"8660" -1341 0
"8661" -1340 0.033
"8662" -1339 0.004
"8663" -1338 0.022
"8664" -1337 0.014
"8665" -1336 0.046
"8666" -1335 0.048
"8667" -1334 0.002
"8668" -1333 0.002
"8669" -1332 0.017
"8670" -1331 0.016
"8671" -1330 0.02
"8672" -1329 0.024
"8673" -1328 0.009
"8674" -1327 0.051
"8675" -1326 0.168
"8676" -1325 0.018
"8677" -1324 0.001
"8678" -1323 0.095
"8679" -1322 0.104
"8680" -1321 0.008
"8681" -1320 0.005
"8682" -1319 0.017
"8683" -1318 0.004
"8684" -1317 0.001
"8685" -1316 0.001
"8686" -1315 0.013
"8687" -1314 0.024
"8688" -1313 0
"8689" -1312 0.372
"8690" -1311 0.008
"8691" -1310 0.003
"8692" -1309 0.035
"8693" -1308 0.002
"8694" -1307 0
"8695" -1306 0.109
"8696" -1305 0.087
"8697" -1304 0.052
"8698" -1303 0.041
"8699" -1302 0.001
"8700" -1301 0
"8701" -1300 0
"8702" -1299 0.029
"8703" -1298 0.007
"8704" -1297 0.108
"8705" -1296 0
"8706" -1295 0.001
"8707" -1294 0
"8708" -1293 0.116
"8709" -1292 0.002
"8710" -1291 0.005
"8711" -1290 0.001
"8712" -1289 0.001
"8713" -1288 0
"8714" -1287 0.003
"8715" -1286 0.022
"8716" -1285 0.003
"8717" -1284 0
"8718" -1283 0.011
"8719" -1282 0
"8720" -1281 0
"8721" -1280 0.002
"8722" -1279 0.001
"8723" -1278 0.026
"8724" -1277 0.04
"8725" -1276 0.006
"8726" -1275 0
"8727" -1274 0.004
"8728" -1273 0
"8729" -1272 0
"8730" -1271 0
"8731" -1270 0.003
"8732" -1269 0
"8733" -1268 0
"8734" -1267 0
"8735" -1266 0
"8736" -1265 0.024
"8737" -1264 0.002
"8738" -1263 0
"8739" -1262 0
"8740" -1261 0.001
"8741" -1260 0.002
"8742" -1259 0
"8743" -1258 0
"8744" -1257 0.003
"8745" -1256 0
"8746" -1255 0.002
"8747" -1254 0
"8748" -1253 0
"8749" -1252 0
"8750" -1251 0.001
"8751" -1250 0
"8752" -1249 0.001
"8753" -1248 0
"8754" -1247 0
"8755" -1246 0.049
"8756" -1245 0
"8757" -1244 0.001
"8758" -1243 0
"8759" -1242 0
"8760" -1241 0
"8761" -1240 0
"8762" -1239 0
"8763" -1238 0
"8764" -1237 0
"8765" -1236 0
"8766" -1235 0.131
"8767" -1234 0
"8768" -1233 0
"8769" -1232 0
"8770" -1231 0
"8771" -1230 0
"8772" -1229 0
"8773" -1228 0
"8774" -1227 0
"8775" -1226 0
"8776" -1225 0
"8777" -1224 0.001
"8778" -1223 0
"8779" -1222 0.001
"8780" -1221 0.011
"8781" -1220 0.001
"8782" -1219 0
"8783" -1218 0
"8784" -1217 0
"8785" -1216 0
"8786" -1215 0
"8787" -1214 0
"8788" -1213 0.001
"8789" -1212 0
"8790" -1211 0
"8791" -1210 0
"8792" -1209 0
"8793" -1208 0
"8794" -1207 0
"8795" -1206 0
"8796" -1205 0
"8797" -1204 0
"8798" -1203 0
"8799" -1202 0
"8800" -1201 0.003
"8801" -1200 0
"8802" -1199 0
"8803" -1198 0.002
"8804" -1197 0
"8805" -1196 0.002
"8806" -1195 0
"8807" -1194 0
"8808" -1193 0
"8809" -1192 0
"8810" -1191 0.001
"8811" -1190 0
"8812" -1189 0
"8813" -1188 0
"8814" -1187 0
"8815" -1186 0
"8816" -1185 0.001
"8817" -1184 0
"8818" -1183 0
"8819" -1182 0
"8820" -1181 0
"8821" -1180 0
"8822" -1179 0
"8823" -1178 0
"8824" -1177 0
"8825" -1176 0
"8826" -1175 0
"8827" -1174 0
"8828" -1173 0
"8829" -1172 0
"8830" -1171 0.001
"8831" -1170 0
"8832" -1169 0
"8833" -1168 0
"8834" -1167 0.005
"8835" -1166 0
"8836" -1165 0
"8837" -1164 0
"8838" -1163 0
"8839" -1162 0
"8840" -1161 0
"8841" -1160 0
"8842" -1159 0
"8843" -1158 0
"8844" -1157 0
"8845" -1156 0
"8846" -1155 0
"8847" -1154 0
"8848" -1153 0.001
"8849" -1152 0
"8850" -1151 0
"8851" -1150 0
"8852" -1149 0
"8853" -1148 0
"8854" -1147 0
"8855" -1146 0
"8856" -1145 0
"8857" -1144 0
"8858" -1143 0
"8859" -1142 0
"8860" -1141 0
"8861" -1140 0
"8862" -1139 0
"8863" -1138 0
"8864" -1137 0
"8865" -1136 0
"8866" -1135 0
"8867" -1134 0
"8868" -1133 0
"8869" -1132 0
"8870" -1131 0
"8871" -1130 0
"8872" -1129 0
"8873" -1128 0
"8874" -1127 0
"8875" -1126 0
"8876" -1125 0
"8877" -1124 0
"8878" -1123 0
"8879" -1122 0
"8880" -1121 0
"8881" -1120 0
"8882" -1119 0
"8883" -1118 0
"8884" -1117 0
"8885" -1116 0
"8886" -1115 0
"8887" -1114 0
"8888" -1113 0
"8889" -1112 0
"8890" -1111 0
"8891" -1110 0
"8892" -1109 0
"8893" -1108 0
"8894" -1107 0
"8895" -1106 0
"8896" -1105 0
"8897" -1104 0
"8898" -1103 0
"8899" -1102 0
"8900" -1101 0
"8901" -1100 0
"8902" -1099 0
"8903" -1098 0
"8904" -1097 0
"8905" -1096 0
"8906" -1095 0
"8907" -1094 0
"8908" -1093 0
"8909" -1092 0
"8910" -1091 0
"8911" -1090 0
"8912" -1089 0
"8913" -1088 0
"8914" -1087 0
"8915" -1086 0
"8916" -1085 0
"8917" -1084 0
"8918" -1083 0
"8919" -1082 0
"8920" -1081 0
"8921" -1080 0
"8922" -1079 0
"8923" -1078 0
"8924" -1077 0
"8925" -1076 0
"8926" -1075 0
"8927" -1074 0
"8928" -1073 0
"8929" -1072 0
"8930" -1071 0
"8931" -1070 0
"8932" -1069 0
"8933" -1068 0
"8934" -1067 0
"8935" -1066 0
"8936" -1065 0
"8937" -1064 0
"8938" -1063 0
"8939" -1062 0
"8940" -1061 0
"8941" -1060 0
"8942" -1059 0
"8943" -1058 0
"8944" -1057 0
"8945" -1056 0
"8946" -1055 0
"8947" -1054 0
"8948" -1053 0
"8949" -1052 0
"8950" -1051 0
"8951" -1050 0
"8952" -1049 0
"8953" -1048 0
"8954" -1047 0
"8955" -1046 0
"8956" -1045 0
"8957" -1044 0
"8958" -1043 0
"8959" -1042 0
"8960" -1041 0
"8961" -1040 0
"8962" -1039 0
"8963" -1038 0
"8964" -1037 0
"8965" -1036 0
"8966" -1035 0
"8967" -1034 0
"8968" -1033 0
"8969" -1032 0
"8970" -1031 0
"8971" -1030 0
"8972" -1029 0
"8973" -1028 0
"8974" -1027 0
"8975" -1026 0
"8976" -1025 0
"8977" -1024 0
"8978" -1023 0
"8979" -1022 0
"8980" -1021 0
"8981" -1020 0
"8982" -1019 0
"8983" -1018 0
"8984" -1017 0
"8985" -1016 0
"8986" -1015 0
"8987" -1014 0
"8988" -1013 0
"8989" -1012 0
"8990" -1011 0
"8991" -1010 0
"8992" -1009 0
"8993" -1008 0
"8994" -1007 0
"8995" -1006 0
"8996" -1005 0
"8997" -1004 0
"8998" -1003 0
"8999" -1002 0
"9000" -1001 0
"9001" -1000 0
"9002" -999 0
"9003" -998 0
"9004" -997 0
"9005" -996 0
"9006" -995 0
"9007" -994 0
"9008" -993 0
"9009" -992 0
"9010" -991 0
"9011" -990 0
"9012" -989 0
"9013" -988 0
"9014" -987 0
"9015" -986 0
"9016" -985 0
"9017" -984 0
"9018" -983 0
"9019" -982 0
"9020" -981 0
"9021" -980 0
"9022" -979 0
"9023" -978 0
"9024" -977 0
"9025" -976 0
"9026" -975 0
"9027" -974 0
"9028" -973 0
"9029" -972 0
"9030" -971 0
"9031" -970 0
"9032" -969 0
"9033" -968 0
"9034" -967 0
"9035" -966 0
"9036" -965 0
"9037" -964 0
"9038" -963 0
"9039" -962 0
"9040" -961 0
"9041" -960 0
"9042" -959 0
"9043" -958 0
"9044" -957 0
"9045" -956 0
"9046" -955 0
"9047" -954 0
"9048" -953 0
"9049" -952 0
"9050" -951 0
"9051" -950 0
"9052" -949 0
"9053" -948 0
"9054" -947 0
"9055" -946 0
"9056" -945 0
"9057" -944 0
"9058" -943 0
"9059" -942 0
"9060" -941 0
"9061" -940 0
"9062" -939 0
"9063" -938 0
"9064" -937 0
"9065" -936 0
"9066" -935 0
"9067" -934 0
"9068" -933 0
"9069" -932 0
"9070" -931 0
"9071" -930 0
"9072" -929 0
"9073" -928 0
"9074" -927 0
"9075" -926 0
"9076" -925 0
"9077" -924 0
"9078" -923 0
"9079" -922 0
"9080" -921 0
"9081" -920 0
"9082" -919 0
"9083" -918 0
"9084" -917 0
"9085" -916 0
"9086" -915 0
"9087" -914 0
"9088" -913 0
"9089" -912 0
"9090" -911 0
"9091" -910 0
"9092" -909 0
"9093" -908 0
"9094" -907 0
"9095" -906 0
"9096" -905 0
"9097" -904 0
"9098" -903 0
"9099" -902 0
"9100" -901 0
"9101" -900 0
"9102" -899 0
"9103" -898 0
"9104" -897 0
"9105" -896 0
"9106" -895 0
"9107" -894 0
"9108" -893 0
"9109" -892 0
"9110" -891 0
"9111" -890 0
"9112" -889 0
"9113" -888 0
"9114" -887 0
"9115" -886 0
"9116" -885 0
"9117" -884 0
"9118" -883 0
"9119" -882 0
"9120" -881 0
"9121" -880 0
"9122" -879 0
"9123" -878 0
"9124" -877 0
"9125" -876 0
"9126" -875 0
"9127" -874 0
"9128" -873 0
"9129" -872 0
"9130" -871 0
"9131" -870 0
"9132" -869 0
"9133" -868 0
"9134" -867 0
"9135" -866 0
"9136" -865 0
"9137" -864 0
"9138" -863 0
"9139" -862 0
"9140" -861 0
"9141" -860 0
"9142" -859 0
"9143" -858 0
"9144" -857 0
"9145" -856 0
"9146" -855 0
"9147" -854 0
"9148" -853 0
"9149" -852 0
"9150" -851 0
"9151" -850 0
"9152" -849 0
"9153" -848 0
"9154" -847 0
"9155" -846 0
"9156" -845 0
"9157" -844 0
"9158" -843 0
"9159" -842 0
"9160" -841 0
"9161" -840 0
"9162" -839 0
"9163" -838 0
"9164" -837 0
"9165" -836 0
"9166" -835 0
"9167" -834 0
"9168" -833 0
"9169" -832 0
"9170" -831 0
"9171" -830 0
"9172" -829 0
"9173" -828 0
"9174" -827 0
"9175" -826 0
"9176" -825 0
"9177" -824 0
"9178" -823 0
"9179" -822 0
"9180" -821 0
"9181" -820 0
"9182" -819 0
"9183" -818 0
"9184" -817 0
"9185" -816 0
"9186" -815 0
"9187" -814 0
"9188" -813 0
"9189" -812 0
"9190" -811 0
"9191" -810 0
"9192" -809 0
"9193" -808 0
"9194" -807 0
"9195" -806 0
"9196" -805 0
"9197" -804 0
"9198" -803 0
"9199" -802 0
"9200" -801 0
"9201" -800 0
"9202" -799 0
"9203" -798 0
"9204" -797 0
"9205" -796 0
"9206" -795 0
"9207" -794 0
"9208" -793 0
"9209" -792 0
"9210" -791 0
"9211" -790 0
"9212" -789 0
"9213" -788 0
"9214" -787 0
"9215" -786 0
"9216" -785 0
"9217" -784 0
"9218" -783 0
"9219" -782 0
"9220" -781 0
"9221" -780 0
"9222" -779 0
"9223" -778 0
"9224" -777 0
"9225" -776 0
"9226" -775 0
"9227" -774 0
"9228" -773 0
"9229" -772 0
"9230" -771 0
"9231" -770 0
"9232" -769 0
"9233" -768 0
"9234" -767 0
"9235" -766 0
"9236" -765 0
"9237" -764 0
"9238" -763 0
"9239" -762 0
"9240" -761 0
"9241" -760 0
"9242" -759 0
"9243" -758 0
"9244" -757 0
"9245" -756 0
"9246" -755 0
"9247" -754 0
"9248" -753 0
"9249" -752 0
"9250" -751 0
"9251" -750 0
"9252" -749 0
"9253" -748 0
"9254" -747 0
"9255" -746 0
"9256" -745 0
"9257" -744 0
"9258" -743 0
"9259" -742 0
"9260" -741 0
"9261" -740 0
"9262" -739 0
"9263" -738 0
"9264" -737 0
"9265" -736 0
"9266" -735 0
"9267" -734 0
"9268" -733 0
"9269" -732 0
"9270" -731 0
"9271" -730 0
"9272" -729 0
"9273" -728 0
"9274" -727 0
"9275" -726 0
"9276" -725 0
"9277" -724 0
"9278" -723 0
"9279" -722 0
"9280" -721 0
"9281" -720 0
"9282" -719 0
"9283" -718 0
"9284" -717 0
"9285" -716 0
"9286" -715 0
"9287" -714 0
"9288" -713 0
"9289" -712 0
"9290" -711 0
"9291" -710 0
"9292" -709 0
"9293" -708 0
"9294" -707 0
"9295" -706 0
"9296" -705 0
"9297" -704 0
"9298" -703 0
"9299" -702 0
"9300" -701 0
"9301" -700 0
"9302" -699 0
"9303" -698 0
"9304" -697 0
"9305" -696 0
"9306" -695 0
"9307" -694 0
"9308" -693 0
"9309" -692 0
"9310" -691 0
"9311" -690 0
"9312" -689 0
"9313" -688 0
"9314" -687 0
"9315" -686 0
"9316" -685 0
"9317" -684 0
"9318" -683 0
"9319" -682 0
"9320" -681 0
"9321" -680 0
"9322" -679 0
"9323" -678 0
"9324" -677 0
"9325" -676 0
"9326" -675 0
"9327" -674 0
"9328" -673 0
"9329" -672 0
"9330" -671 0
"9331" -670 0
"9332" -669 0
"9333" -668 0
"9334" -667 0
"9335" -666 0
"9336" -665 0
"9337" -664 0
"9338" -663 0
"9339" -662 0
"9340" -661 0
"9341" -660 0
"9342" -659 0
"9343" -658 0
"9344" -657 0
"9345" -656 0
"9346" -655 0
"9347" -654 0
"9348" -653 0
"9349" -652 0
"9350" -651 0
"9351" -650 0
"9352" -649 0
"9353" -648 0
"9354" -647 0
"9355" -646 0
"9356" -645 0
"9357" -644 0
"9358" -643 0
"9359" -642 0
"9360" -641 0
"9361" -640 0
"9362" -639 0
"9363" -638 0
"9364" -637 0
"9365" -636 0
"9366" -635 0
"9367" -634 0
"9368" -633 0
"9369" -632 0
"9370" -631 0
"9371" -630 0
"9372" -629 0
"9373" -628 0
"9374" -627 0
"9375" -626 0
"9376" -625 0
"9377" -624 0
"9378" -623 0
"9379" -622 0
"9380" -621 0
"9381" -620 0
"9382" -619 0
"9383" -618 0
"9384" -617 0
"9385" -616 0
"9386" -615 0
"9387" -614 0
"9388" -613 0
"9389" -612 0
"9390" -611 0
"9391" -610 0
"9392" -609 0
"9393" -608 0
"9394" -607 0
"9395" -606 0
"9396" -605 0
"9397" -604 0
"9398" -603 0
"9399" -602 0
"9400" -601 0
"9401" -600 0
"9402" -599 0
"9403" -598 0
"9404" -597 0
"9405" -596 0
"9406" -595 0
"9407" -594 0
"9408" -593 0
"9409" -592 0
"9410" -591 0
"9411" -590 0
"9412" -589 0
"9413" -588 0
"9414" -587 0
"9415" -586 0
"9416" -585 0
"9417" -584 0
"9418" -583 0
"9419" -582 0
"9420" -581 0
"9421" -580 0
"9422" -579 0
"9423" -578 0
"9424" -577 0
"9425" -576 0
"9426" -575 0
"9427" -574 0
"9428" -573 0
"9429" -572 0
"9430" -571 0
"9431" -570 0
"9432" -569 0
"9433" -568 0
"9434" -567 0
"9435" -566 0
"9436" -565 0
"9437" -564 0
"9438" -563 0
"9439" -562 0
"9440" -561 0
"9441" -560 0
"9442" -559 0
"9443" -558 0
"9444" -557 0
"9445" -556 0
"9446" -555 0
"9447" -554 0
"9448" -553 0
"9449" -552 0
"9450" -551 0
"9451" -550 0
"9452" -549 0
"9453" -548 0
"9454" -547 0
"9455" -546 0
"9456" -545 0
"9457" -544 0
"9458" -543 0
"9459" -542 0
"9460" -541 0
"9461" -540 0
"9462" -539 0
"9463" -538 0
"9464" -537 0
"9465" -536 0
"9466" -535 0
"9467" -534 0
"9468" -533 0
"9469" -532 0
"9470" -531 0
"9471" -530 0
"9472" -529 0
"9473" -528 0
"9474" -527 0
"9475" -526 0
"9476" -525 0
"9477" -524 0
"9478" -523 0
"9479" -522 0
"9480" -521 0
"9481" -520 0
"9482" -519 0
"9483" -518 0
"9484" -517 0
"9485" -516 0
"9486" -515 0
"9487" -514 0
"9488" -513 0
"9489" -512 0
"9490" -511 0
"9491" -510 0
"9492" -509 0
"9493" -508 0
"9494" -507 0
"9495" -506 0
"9496" -505 0
"9497" -504 0
"9498" -503 0
"9499" -502 0
"9500" -501 0
"9501" -500 0
"9502" -499 0
"9503" -498 0
"9504" -497 0
"9505" -496 0
"9506" -495 0
"9507" -494 0
"9508" -493 0
"9509" -492 0
"9510" -491 0
"9511" -490 0
"9512" -489 0
"9513" -488 0
"9514" -487 0
"9515" -486 0
"9516" -485 0
"9517" -484 0
"9518" -483 0
"9519" -482 0
"9520" -481 0
"9521" -480 0
"9522" -479 0
"9523" -478 0
"9524" -477 0
"9525" -476 0
"9526" -475 0
"9527" -474 0
"9528" -473 0
"9529" -472 0
"9530" -471 0
"9531" -470 0
"9532" -469 0
"9533" -468 0
"9534" -467 0
"9535" -466 0
"9536" -465 0
"9537" -464 0
"9538" -463 0
"9539" -462 0
"9540" -461 0
"9541" -460 0
"9542" -459 0
"9543" -458 0
"9544" -457 0
"9545" -456 0
"9546" -455 0
"9547" -454 0
"9548" -453 0
"9549" -452 0
"9550" -451 0
"9551" -450 0
"9552" -449 0
"9553" -448 0
"9554" -447 0
"9555" -446 0
"9556" -445 0
"9557" -444 0
"9558" -443 0
"9559" -442 0
"9560" -441 0
"9561" -440 0
"9562" -439 0
"9563" -438 0
"9564" -437 0
"9565" -436 0
"9566" -435 0
"9567" -434 0
"9568" -433 0
"9569" -432 0
"9570" -431 0
"9571" -430 0
"9572" -429 0
"9573" -428 0
"9574" -427 0
"9575" -426 0
"9576" -425 0
"9577" -424 0
"9578" -423 0
"9579" -422 0
"9580" -421 0
"9581" -420 0
"9582" -419 0
"9583" -418 0
"9584" -417 0
"9585" -416 0
"9586" -415 0
"9587" -414 0
"9588" -413 0
"9589" -412 0
"9590" -411 0
"9591" -410 0
"9592" -409 0
"9593" -408 0
"9594" -407 0
"9595" -406 0
"9596" -405 0
"9597" -404 0
"9598" -403 0
"9599" -402 0
"9600" -401 0
"9601" -400 0
"9602" -399 0
"9603" -398 0
"9604" -397 0
"9605" -396 0
"9606" -395 0
"9607" -394 0
