"mp"	"count"	"chromosome"	"dinucleotide"	"id"
46.7	1086	"chr9"	"CpG"	"hg38"
46.7	944	"chrX"	"CpG"	"hg38"
46.7	146	"chrY"	"CpG"	"hg38"
46.8	2210	"chr1"	"CpG"	"hg38"
46.8	1372	"chr10"	"CpG"	"hg38"
46.8	1418	"chr11"	"CpG"	"hg38"
46.8	1118	"chr12"	"CpG"	"hg38"
46.8	924	"chr13"	"CpG"	"hg38"
46.8	762	"chr14"	"CpG"	"hg38"
46.8	824	"chr15"	"CpG"	"hg38"
46.8	1078	"chr16"	"CpG"	"hg38"
46.8	894	"chr17"	"CpG"	"hg38"
46.8	710	"chr18"	"CpG"	"hg38"
46.8	662	"chr19"	"CpG"	"hg38"
46.8	2036	"chr2"	"CpG"	"hg38"
46.8	732	"chr20"	"CpG"	"hg38"
46.8	532	"chr21"	"CpG"	"hg38"
46.8	586	"chr22"	"CpG"	"hg38"
46.8	1574	"chr3"	"CpG"	"hg38"
46.8	1640	"chr4"	"CpG"	"hg38"
46.8	1670	"chr5"	"CpG"	"hg38"
46.8	1432	"chr6"	"CpG"	"hg38"
46.8	1572	"chr7"	"CpG"	"hg38"
46.8	1404	"chr8"	"CpG"	"hg38"
46.8	1220	"chr9"	"CpG"	"hg38"
46.8	914	"chrX"	"CpG"	"hg38"
46.8	174	"chrY"	"CpG"	"hg38"
46.9	2220	"chr1"	"CpG"	"hg38"
46.9	1360	"chr10"	"CpG"	"hg38"
46.9	1276	"chr11"	"CpG"	"hg38"
46.9	1148	"chr12"	"CpG"	"hg38"
46.9	892	"chr13"	"CpG"	"hg38"
46.9	814	"chr14"	"CpG"	"hg38"
46.9	788	"chr15"	"CpG"	"hg38"
46.9	966	"chr16"	"CpG"	"hg38"
46.9	918	"chr17"	"CpG"	"hg38"
46.9	742	"chr18"	"CpG"	"hg38"
46.9	652	"chr19"	"CpG"	"hg38"
46.9	2102	"chr2"	"CpG"	"hg38"
46.9	816	"chr20"	"CpG"	"hg38"
46.9	498	"chr21"	"CpG"	"hg38"
46.9	514	"chr22"	"CpG"	"hg38"
46.9	1736	"chr3"	"CpG"	"hg38"
46.9	1662	"chr4"	"CpG"	"hg38"
46.9	1616	"chr5"	"CpG"	"hg38"
46.9	1422	"chr6"	"CpG"	"hg38"
46.9	1568	"chr7"	"CpG"	"hg38"
46.9	1462	"chr8"	"CpG"	"hg38"
46.9	1166	"chr9"	"CpG"	"hg38"
46.9	984	"chrX"	"CpG"	"hg38"
46.9	174	"chrY"	"CpG"	"hg38"
47	2258	"chr1"	"CpG"	"hg38"
47	1442	"chr10"	"CpG"	"hg38"
47	1408	"chr11"	"CpG"	"hg38"
47	1236	"chr12"	"CpG"	"hg38"
47	880	"chr13"	"CpG"	"hg38"
47	826	"chr14"	"CpG"	"hg38"
47	868	"chr15"	"CpG"	"hg38"
47	1032	"chr16"	"CpG"	"hg38"
47	854	"chr17"	"CpG"	"hg38"
47	790	"chr18"	"CpG"	"hg38"
47	662	"chr19"	"CpG"	"hg38"
47	2178	"chr2"	"CpG"	"hg38"
47	782	"chr20"	"CpG"	"hg38"
47	478	"chr21"	"CpG"	"hg38"
47	506	"chr22"	"CpG"	"hg38"
47	1574	"chr3"	"CpG"	"hg38"
47	1652	"chr4"	"CpG"	"hg38"
47	1644	"chr5"	"CpG"	"hg38"
47	1422	"chr6"	"CpG"	"hg38"
47	1550	"chr7"	"CpG"	"hg38"
47	1474	"chr8"	"CpG"	"hg38"
47	1230	"chr9"	"CpG"	"hg38"
47	844	"chrX"	"CpG"	"hg38"
47	164	"chrY"	"CpG"	"hg38"
47.1	2140	"chr1"	"CpG"	"hg38"
47.1	1486	"chr10"	"CpG"	"hg38"
47.1	1438	"chr11"	"CpG"	"hg38"
47.1	1214	"chr12"	"CpG"	"hg38"
47.1	968	"chr13"	"CpG"	"hg38"
47.1	814	"chr14"	"CpG"	"hg38"
47.1	856	"chr15"	"CpG"	"hg38"
47.1	1044	"chr16"	"CpG"	"hg38"
47.1	964	"chr17"	"CpG"	"hg38"
47.1	770	"chr18"	"CpG"	"hg38"
47.1	658	"chr19"	"CpG"	"hg38"
47.1	2196	"chr2"	"CpG"	"hg38"
47.1	770	"chr20"	"CpG"	"hg38"
47.1	456	"chr21"	"CpG"	"hg38"
47.1	542	"chr22"	"CpG"	"hg38"
47.1	1630	"chr3"	"CpG"	"hg38"
47.1	1670	"chr4"	"CpG"	"hg38"
47.1	1714	"chr5"	"CpG"	"hg38"
47.1	1462	"chr6"	"CpG"	"hg38"
47.1	1596	"chr7"	"CpG"	"hg38"
47.1	1380	"chr8"	"CpG"	"hg38"
47.1	1104	"chr9"	"CpG"	"hg38"
47.1	968	"chrX"	"CpG"	"hg38"
47.1	134	"chrY"	"CpG"	"hg38"
47.2	2244	"chr1"	"CpG"	"hg38"
47.2	1364	"chr10"	"CpG"	"hg38"
47.2	1376	"chr11"	"CpG"	"hg38"
47.2	1198	"chr12"	"CpG"	"hg38"
47.2	950	"chr13"	"CpG"	"hg38"
47.2	830	"chr14"	"CpG"	"hg38"
47.2	828	"chr15"	"CpG"	"hg38"
47.2	1014	"chr16"	"CpG"	"hg38"
47.2	898	"chr17"	"CpG"	"hg38"
47.2	822	"chr18"	"CpG"	"hg38"
47.2	656	"chr19"	"CpG"	"hg38"
47.2	2114	"chr2"	"CpG"	"hg38"
47.2	766	"chr20"	"CpG"	"hg38"
47.2	466	"chr21"	"CpG"	"hg38"
47.2	472	"chr22"	"CpG"	"hg38"
47.2	1652	"chr3"	"CpG"	"hg38"
47.2	1642	"chr4"	"CpG"	"hg38"
47.2	1608	"chr5"	"CpG"	"hg38"
47.2	1516	"chr6"	"CpG"	"hg38"
47.2	1558	"chr7"	"CpG"	"hg38"
47.2	1532	"chr8"	"CpG"	"hg38"
47.2	1194	"chr9"	"CpG"	"hg38"
47.2	850	"chrX"	"CpG"	"hg38"
47.2	126	"chrY"	"CpG"	"hg38"
47.3	2258	"chr1"	"CpG"	"hg38"
47.3	1420	"chr10"	"CpG"	"hg38"
47.3	1384	"chr11"	"CpG"	"hg38"
47.3	1124	"chr12"	"CpG"	"hg38"
47.3	948	"chr13"	"CpG"	"hg38"
47.3	856	"chr14"	"CpG"	"hg38"
47.3	816	"chr15"	"CpG"	"hg38"
47.3	1000	"chr16"	"CpG"	"hg38"
47.3	914	"chr17"	"CpG"	"hg38"
47.3	824	"chr18"	"CpG"	"hg38"
47.3	674	"chr19"	"CpG"	"hg38"
47.3	2258	"chr2"	"CpG"	"hg38"
47.3	830	"chr20"	"CpG"	"hg38"
47.3	520	"chr21"	"CpG"	"hg38"
47.3	500	"chr22"	"CpG"	"hg38"
47.3	1800	"chr3"	"CpG"	"hg38"
47.3	1640	"chr4"	"CpG"	"hg38"
47.3	1546	"chr5"	"CpG"	"hg38"
47.3	1464	"chr6"	"CpG"	"hg38"
47.3	1494	"chr7"	"CpG"	"hg38"
47.3	1442	"chr8"	"CpG"	"hg38"
47.3	1148	"chr9"	"CpG"	"hg38"
47.3	944	"chrX"	"CpG"	"hg38"
47.3	128	"chrY"	"CpG"	"hg38"
47.4	2274	"chr1"	"CpG"	"hg38"
47.4	1410	"chr10"	"CpG"	"hg38"
47.4	1372	"chr11"	"CpG"	"hg38"
47.4	1220	"chr12"	"CpG"	"hg38"
47.4	950	"chr13"	"CpG"	"hg38"
47.4	784	"chr14"	"CpG"	"hg38"
47.4	874	"chr15"	"CpG"	"hg38"
47.4	968	"chr16"	"CpG"	"hg38"
47.4	844	"chr17"	"CpG"	"hg38"
47.4	766	"chr18"	"CpG"	"hg38"
47.4	712	"chr19"	"CpG"	"hg38"
47.4	2160	"chr2"	"CpG"	"hg38"
47.4	804	"chr20"	"CpG"	"hg38"
47.4	516	"chr21"	"CpG"	"hg38"
47.4	546	"chr22"	"CpG"	"hg38"
47.4	1774	"chr3"	"CpG"	"hg38"
47.4	1614	"chr4"	"CpG"	"hg38"
47.4	1576	"chr5"	"CpG"	"hg38"
47.4	1456	"chr6"	"CpG"	"hg38"
47.4	1582	"chr7"	"CpG"	"hg38"
47.4	1532	"chr8"	"CpG"	"hg38"
47.4	1170	"chr9"	"CpG"	"hg38"
47.4	940	"chrX"	"CpG"	"hg38"
47.4	170	"chrY"	"CpG"	"hg38"
47.5	2296	"chr1"	"CpG"	"hg38"
47.5	1420	"chr10"	"CpG"	"hg38"
47.5	1368	"chr11"	"CpG"	"hg38"
47.5	1198	"chr12"	"CpG"	"hg38"
47.5	922	"chr13"	"CpG"	"hg38"
47.5	738	"chr14"	"CpG"	"hg38"
47.5	832	"chr15"	"CpG"	"hg38"
47.5	1042	"chr16"	"CpG"	"hg38"
47.5	918	"chr17"	"CpG"	"hg38"
47.5	738	"chr18"	"CpG"	"hg38"
47.5	746	"chr19"	"CpG"	"hg38"
47.5	2304	"chr2"	"CpG"	"hg38"
47.5	826	"chr20"	"CpG"	"hg38"
47.5	460	"chr21"	"CpG"	"hg38"
47.5	502	"chr22"	"CpG"	"hg38"
47.5	1678	"chr3"	"CpG"	"hg38"
47.5	1660	"chr4"	"CpG"	"hg38"
47.5	1642	"chr5"	"CpG"	"hg38"
47.5	1366	"chr6"	"CpG"	"hg38"
47.5	1522	"chr7"	"CpG"	"hg38"
47.5	1426	"chr8"	"CpG"	"hg38"
47.5	1176	"chr9"	"CpG"	"hg38"
47.5	966	"chrX"	"CpG"	"hg38"
47.5	174	"chrY"	"CpG"	"hg38"
47.6	2194	"chr1"	"CpG"	"hg38"
47.6	1420	"chr10"	"CpG"	"hg38"
47.6	1478	"chr11"	"CpG"	"hg38"
47.6	1188	"chr12"	"CpG"	"hg38"
47.6	908	"chr13"	"CpG"	"hg38"
47.6	866	"chr14"	"CpG"	"hg38"
47.6	858	"chr15"	"CpG"	"hg38"
47.6	988	"chr16"	"CpG"	"hg38"
47.6	920	"chr17"	"CpG"	"hg38"
47.6	730	"chr18"	"CpG"	"hg38"
47.6	736	"chr19"	"CpG"	"hg38"
47.6	2214	"chr2"	"CpG"	"hg38"
47.6	744	"chr20"	"CpG"	"hg38"
47.6	524	"chr21"	"CpG"	"hg38"
47.6	502	"chr22"	"CpG"	"hg38"
47.6	1660	"chr3"	"CpG"	"hg38"
47.6	1704	"chr4"	"CpG"	"hg38"
47.6	1626	"chr5"	"CpG"	"hg38"
47.6	1432	"chr6"	"CpG"	"hg38"
47.6	1622	"chr7"	"CpG"	"hg38"
47.6	1550	"chr8"	"CpG"	"hg38"
47.6	1298	"chr9"	"CpG"	"hg38"
47.6	912	"chrX"	"CpG"	"hg38"
47.6	156	"chrY"	"CpG"	"hg38"
47.7	2280	"chr1"	"CpG"	"hg38"
47.7	1336	"chr10"	"CpG"	"hg38"
47.7	1400	"chr11"	"CpG"	"hg38"
47.7	1122	"chr12"	"CpG"	"hg38"
47.7	1026	"chr13"	"CpG"	"hg38"
47.7	862	"chr14"	"CpG"	"hg38"
47.7	784	"chr15"	"CpG"	"hg38"
47.7	986	"chr16"	"CpG"	"hg38"
47.7	990	"chr17"	"CpG"	"hg38"
47.7	860	"chr18"	"CpG"	"hg38"
47.7	728	"chr19"	"CpG"	"hg38"
47.7	2230	"chr2"	"CpG"	"hg38"
47.7	808	"chr20"	"CpG"	"hg38"
47.7	532	"chr21"	"CpG"	"hg38"
47.7	526	"chr22"	"CpG"	"hg38"
47.7	1738	"chr3"	"CpG"	"hg38"
47.7	1674	"chr4"	"CpG"	"hg38"
47.7	1670	"chr5"	"CpG"	"hg38"
47.7	1520	"chr6"	"CpG"	"hg38"
47.7	1632	"chr7"	"CpG"	"hg38"
47.7	1396	"chr8"	"CpG"	"hg38"
47.7	1076	"chr9"	"CpG"	"hg38"
47.7	980	"chrX"	"CpG"	"hg38"
47.7	172	"chrY"	"CpG"	"hg38"
47.8	2468	"chr1"	"CpG"	"hg38"
47.8	1484	"chr10"	"CpG"	"hg38"
47.8	1396	"chr11"	"CpG"	"hg38"
47.8	1138	"chr12"	"CpG"	"hg38"
47.8	1052	"chr13"	"CpG"	"hg38"
47.8	776	"chr14"	"CpG"	"hg38"
47.8	910	"chr15"	"CpG"	"hg38"
47.8	1022	"chr16"	"CpG"	"hg38"
47.8	914	"chr17"	"CpG"	"hg38"
47.8	798	"chr18"	"CpG"	"hg38"
47.8	756	"chr19"	"CpG"	"hg38"
47.8	2158	"chr2"	"CpG"	"hg38"
47.8	832	"chr20"	"CpG"	"hg38"
47.8	474	"chr21"	"CpG"	"hg38"
47.8	506	"chr22"	"CpG"	"hg38"
47.8	1918	"chr3"	"CpG"	"hg38"
47.8	1700	"chr4"	"CpG"	"hg38"
47.8	1656	"chr5"	"CpG"	"hg38"
47.8	1434	"chr6"	"CpG"	"hg38"
47.8	1462	"chr7"	"CpG"	"hg38"
47.8	1456	"chr8"	"CpG"	"hg38"
47.8	1212	"chr9"	"CpG"	"hg38"
47.8	926	"chrX"	"CpG"	"hg38"
47.8	166	"chrY"	"CpG"	"hg38"
47.9	2250	"chr1"	"CpG"	"hg38"
47.9	1438	"chr10"	"CpG"	"hg38"
47.9	1414	"chr11"	"CpG"	"hg38"
47.9	1212	"chr12"	"CpG"	"hg38"
47.9	930	"chr13"	"CpG"	"hg38"
47.9	902	"chr14"	"CpG"	"hg38"
47.9	922	"chr15"	"CpG"	"hg38"
47.9	1102	"chr16"	"CpG"	"hg38"
47.9	942	"chr17"	"CpG"	"hg38"
47.9	832	"chr18"	"CpG"	"hg38"
47.9	706	"chr19"	"CpG"	"hg38"
47.9	2222	"chr2"	"CpG"	"hg38"
47.9	776	"chr20"	"CpG"	"hg38"
47.9	508	"chr21"	"CpG"	"hg38"
47.9	566	"chr22"	"CpG"	"hg38"
47.9	1730	"chr3"	"CpG"	"hg38"
47.9	1756	"chr4"	"CpG"	"hg38"
47.9	1566	"chr5"	"CpG"	"hg38"
47.9	1466	"chr6"	"CpG"	"hg38"
47.9	1612	"chr7"	"CpG"	"hg38"
47.9	1572	"chr8"	"CpG"	"hg38"
47.9	1300	"chr9"	"CpG"	"hg38"
47.9	958	"chrX"	"CpG"	"hg38"
47.9	156	"chrY"	"CpG"	"hg38"
48	2330	"chr1"	"CpG"	"hg38"
48	1422	"chr10"	"CpG"	"hg38"
48	1440	"chr11"	"CpG"	"hg38"
48	1266	"chr12"	"CpG"	"hg38"
48	994	"chr13"	"CpG"	"hg38"
48	830	"chr14"	"CpG"	"hg38"
48	932	"chr15"	"CpG"	"hg38"
48	974	"chr16"	"CpG"	"hg38"
48	920	"chr17"	"CpG"	"hg38"
48	792	"chr18"	"CpG"	"hg38"
48	706	"chr19"	"CpG"	"hg38"
48	2200	"chr2"	"CpG"	"hg38"
48	816	"chr20"	"CpG"	"hg38"
48	504	"chr21"	"CpG"	"hg38"
48	526	"chr22"	"CpG"	"hg38"
48	1788	"chr3"	"CpG"	"hg38"
48	1666	"chr4"	"CpG"	"hg38"
48	1614	"chr5"	"CpG"	"hg38"
48	1506	"chr6"	"CpG"	"hg38"
48	1632	"chr7"	"CpG"	"hg38"
48	1444	"chr8"	"CpG"	"hg38"
48	1180	"chr9"	"CpG"	"hg38"
48	952	"chrX"	"CpG"	"hg38"
48	180	"chrY"	"CpG"	"hg38"
48.1	2404	"chr1"	"CpG"	"hg38"
48.1	1502	"chr10"	"CpG"	"hg38"
48.1	1472	"chr11"	"CpG"	"hg38"
48.1	1326	"chr12"	"CpG"	"hg38"
48.1	984	"chr13"	"CpG"	"hg38"
48.1	868	"chr14"	"CpG"	"hg38"
48.1	924	"chr15"	"CpG"	"hg38"
48.1	1050	"chr16"	"CpG"	"hg38"
48.1	1014	"chr17"	"CpG"	"hg38"
48.1	890	"chr18"	"CpG"	"hg38"
48.1	690	"chr19"	"CpG"	"hg38"
48.1	2298	"chr2"	"CpG"	"hg38"
48.1	788	"chr20"	"CpG"	"hg38"
48.1	548	"chr21"	"CpG"	"hg38"
48.1	478	"chr22"	"CpG"	"hg38"
48.1	1772	"chr3"	"CpG"	"hg38"
48.1	1716	"chr4"	"CpG"	"hg38"
48.1	1640	"chr5"	"CpG"	"hg38"
48.1	1458	"chr6"	"CpG"	"hg38"
48.1	1688	"chr7"	"CpG"	"hg38"
48.1	1500	"chr8"	"CpG"	"hg38"
48.1	1232	"chr9"	"CpG"	"hg38"
48.1	974	"chrX"	"CpG"	"hg38"
48.1	164	"chrY"	"CpG"	"hg38"
48.2	2262	"chr1"	"CpG"	"hg38"
48.2	1514	"chr10"	"CpG"	"hg38"
48.2	1364	"chr11"	"CpG"	"hg38"
48.2	1232	"chr12"	"CpG"	"hg38"
48.2	930	"chr13"	"CpG"	"hg38"
48.2	870	"chr14"	"CpG"	"hg38"
48.2	912	"chr15"	"CpG"	"hg38"
48.2	1136	"chr16"	"CpG"	"hg38"
48.2	968	"chr17"	"CpG"	"hg38"
48.2	796	"chr18"	"CpG"	"hg38"
48.2	744	"chr19"	"CpG"	"hg38"
48.2	2252	"chr2"	"CpG"	"hg38"
48.2	876	"chr20"	"CpG"	"hg38"
48.2	508	"chr21"	"CpG"	"hg38"
48.2	544	"chr22"	"CpG"	"hg38"
48.2	1820	"chr3"	"CpG"	"hg38"
48.2	1770	"chr4"	"CpG"	"hg38"
48.2	1588	"chr5"	"CpG"	"hg38"
48.2	1474	"chr6"	"CpG"	"hg38"
48.2	1676	"chr7"	"CpG"	"hg38"
48.2	1420	"chr8"	"CpG"	"hg38"
48.2	1276	"chr9"	"CpG"	"hg38"
48.2	974	"chrX"	"CpG"	"hg38"
48.2	168	"chrY"	"CpG"	"hg38"
48.3	2392	"chr1"	"CpG"	"hg38"
48.3	1474	"chr10"	"CpG"	"hg38"
48.3	1436	"chr11"	"CpG"	"hg38"
48.3	1330	"chr12"	"CpG"	"hg38"
48.3	976	"chr13"	"CpG"	"hg38"
48.3	866	"chr14"	"CpG"	"hg38"
48.3	838	"chr15"	"CpG"	"hg38"
48.3	1048	"chr16"	"CpG"	"hg38"
48.3	960	"chr17"	"CpG"	"hg38"
48.3	836	"chr18"	"CpG"	"hg38"
48.3	714	"chr19"	"CpG"	"hg38"
48.3	2326	"chr2"	"CpG"	"hg38"
48.3	822	"chr20"	"CpG"	"hg38"
48.3	500	"chr21"	"CpG"	"hg38"
48.3	568	"chr22"	"CpG"	"hg38"
48.3	1714	"chr3"	"CpG"	"hg38"
48.3	1832	"chr4"	"CpG"	"hg38"
48.3	1588	"chr5"	"CpG"	"hg38"
48.3	1464	"chr6"	"CpG"	"hg38"
48.3	1566	"chr7"	"CpG"	"hg38"
48.3	1502	"chr8"	"CpG"	"hg38"
48.3	1210	"chr9"	"CpG"	"hg38"
48.3	1026	"chrX"	"CpG"	"hg38"
48.3	152	"chrY"	"CpG"	"hg38"
48.4	2360	"chr1"	"CpG"	"hg38"
48.4	1568	"chr10"	"CpG"	"hg38"
48.4	1374	"chr11"	"CpG"	"hg38"
48.4	1234	"chr12"	"CpG"	"hg38"
48.4	1068	"chr13"	"CpG"	"hg38"
48.4	848	"chr14"	"CpG"	"hg38"
48.4	862	"chr15"	"CpG"	"hg38"
48.4	1050	"chr16"	"CpG"	"hg38"
48.4	984	"chr17"	"CpG"	"hg38"
48.4	802	"chr18"	"CpG"	"hg38"
48.4	682	"chr19"	"CpG"	"hg38"
48.4	2226	"chr2"	"CpG"	"hg38"
48.4	880	"chr20"	"CpG"	"hg38"
48.4	510	"chr21"	"CpG"	"hg38"
48.4	502	"chr22"	"CpG"	"hg38"
48.4	1768	"chr3"	"CpG"	"hg38"
48.4	1706	"chr4"	"CpG"	"hg38"
48.4	1696	"chr5"	"CpG"	"hg38"
48.4	1520	"chr6"	"CpG"	"hg38"
48.4	1608	"chr7"	"CpG"	"hg38"
48.4	1518	"chr8"	"CpG"	"hg38"
48.4	1184	"chr9"	"CpG"	"hg38"
48.4	994	"chrX"	"CpG"	"hg38"
48.4	176	"chrY"	"CpG"	"hg38"
48.5	2210	"chr1"	"CpG"	"hg38"
48.5	1504	"chr10"	"CpG"	"hg38"
48.5	1444	"chr11"	"CpG"	"hg38"
48.5	1244	"chr12"	"CpG"	"hg38"
48.5	960	"chr13"	"CpG"	"hg38"
48.5	880	"chr14"	"CpG"	"hg38"
48.5	892	"chr15"	"CpG"	"hg38"
48.5	1104	"chr16"	"CpG"	"hg38"
48.5	964	"chr17"	"CpG"	"hg38"
48.5	846	"chr18"	"CpG"	"hg38"
48.5	748	"chr19"	"CpG"	"hg38"
48.5	2392	"chr2"	"CpG"	"hg38"
48.5	736	"chr20"	"CpG"	"hg38"
48.5	496	"chr21"	"CpG"	"hg38"
48.5	564	"chr22"	"CpG"	"hg38"
48.5	1794	"chr3"	"CpG"	"hg38"
48.5	1668	"chr4"	"CpG"	"hg38"
48.5	1666	"chr5"	"CpG"	"hg38"
48.5	1636	"chr6"	"CpG"	"hg38"
48.5	1662	"chr7"	"CpG"	"hg38"
48.5	1550	"chr8"	"CpG"	"hg38"
48.5	1214	"chr9"	"CpG"	"hg38"
48.5	940	"chrX"	"CpG"	"hg38"
48.5	174	"chrY"	"CpG"	"hg38"
48.6	2308	"chr1"	"CpG"	"hg38"
48.6	1442	"chr10"	"CpG"	"hg38"
48.6	1432	"chr11"	"CpG"	"hg38"
48.6	1214	"chr12"	"CpG"	"hg38"
48.6	940	"chr13"	"CpG"	"hg38"
48.6	856	"chr14"	"CpG"	"hg38"
48.6	930	"chr15"	"CpG"	"hg38"
48.6	1118	"chr16"	"CpG"	"hg38"
48.6	952	"chr17"	"CpG"	"hg38"
48.6	804	"chr18"	"CpG"	"hg38"
48.6	770	"chr19"	"CpG"	"hg38"
48.6	2286	"chr2"	"CpG"	"hg38"
48.6	848	"chr20"	"CpG"	"hg38"
48.6	536	"chr21"	"CpG"	"hg38"
48.6	540	"chr22"	"CpG"	"hg38"
48.6	1798	"chr3"	"CpG"	"hg38"
48.6	1740	"chr4"	"CpG"	"hg38"
48.6	1756	"chr5"	"CpG"	"hg38"
48.6	1546	"chr6"	"CpG"	"hg38"
48.6	1678	"chr7"	"CpG"	"hg38"
48.6	1504	"chr8"	"CpG"	"hg38"
48.6	1218	"chr9"	"CpG"	"hg38"
48.6	944	"chrX"	"CpG"	"hg38"
48.6	156	"chrY"	"CpG"	"hg38"
48.7	2324	"chr1"	"CpG"	"hg38"
48.7	1422	"chr10"	"CpG"	"hg38"
48.7	1500	"chr11"	"CpG"	"hg38"
48.7	1246	"chr12"	"CpG"	"hg38"
48.7	984	"chr13"	"CpG"	"hg38"
48.7	916	"chr14"	"CpG"	"hg38"
48.7	920	"chr15"	"CpG"	"hg38"
48.7	1052	"chr16"	"CpG"	"hg38"
48.7	982	"chr17"	"CpG"	"hg38"
48.7	760	"chr18"	"CpG"	"hg38"
48.7	732	"chr19"	"CpG"	"hg38"
48.7	2278	"chr2"	"CpG"	"hg38"
48.7	770	"chr20"	"CpG"	"hg38"
48.7	536	"chr21"	"CpG"	"hg38"
48.7	528	"chr22"	"CpG"	"hg38"
48.7	1744	"chr3"	"CpG"	"hg38"
48.7	1668	"chr4"	"CpG"	"hg38"
48.7	1754	"chr5"	"CpG"	"hg38"
48.7	1430	"chr6"	"CpG"	"hg38"
48.7	1612	"chr7"	"CpG"	"hg38"
48.7	1538	"chr8"	"CpG"	"hg38"
48.7	1240	"chr9"	"CpG"	"hg38"
48.7	924	"chrX"	"CpG"	"hg38"
48.7	164	"chrY"	"CpG"	"hg38"
48.8	2452	"chr1"	"CpG"	"hg38"
48.8	1436	"chr10"	"CpG"	"hg38"
48.8	1474	"chr11"	"CpG"	"hg38"
48.8	1222	"chr12"	"CpG"	"hg38"
48.8	978	"chr13"	"CpG"	"hg38"
48.8	892	"chr14"	"CpG"	"hg38"
48.8	944	"chr15"	"CpG"	"hg38"
48.8	1136	"chr16"	"CpG"	"hg38"
48.8	940	"chr17"	"CpG"	"hg38"
48.8	858	"chr18"	"CpG"	"hg38"
48.8	714	"chr19"	"CpG"	"hg38"
48.8	2242	"chr2"	"CpG"	"hg38"
48.8	796	"chr20"	"CpG"	"hg38"
48.8	554	"chr21"	"CpG"	"hg38"
48.8	522	"chr22"	"CpG"	"hg38"
48.8	1784	"chr3"	"CpG"	"hg38"
48.8	1730	"chr4"	"CpG"	"hg38"
48.8	1670	"chr5"	"CpG"	"hg38"
48.8	1460	"chr6"	"CpG"	"hg38"
48.8	1592	"chr7"	"CpG"	"hg38"
48.8	1474	"chr8"	"CpG"	"hg38"
48.8	1308	"chr9"	"CpG"	"hg38"
48.8	906	"chrX"	"CpG"	"hg38"
48.8	162	"chrY"	"CpG"	"hg38"
48.9	2362	"chr1"	"CpG"	"hg38"
48.9	1552	"chr10"	"CpG"	"hg38"
48.9	1484	"chr11"	"CpG"	"hg38"
48.9	1262	"chr12"	"CpG"	"hg38"
48.9	982	"chr13"	"CpG"	"hg38"
48.9	890	"chr14"	"CpG"	"hg38"
48.9	828	"chr15"	"CpG"	"hg38"
48.9	1062	"chr16"	"CpG"	"hg38"
48.9	930	"chr17"	"CpG"	"hg38"
48.9	888	"chr18"	"CpG"	"hg38"
48.9	736	"chr19"	"CpG"	"hg38"
48.9	2338	"chr2"	"CpG"	"hg38"
48.9	888	"chr20"	"CpG"	"hg38"
48.9	456	"chr21"	"CpG"	"hg38"
48.9	618	"chr22"	"CpG"	"hg38"
48.9	1738	"chr3"	"CpG"	"hg38"
48.9	1730	"chr4"	"CpG"	"hg38"
48.9	1676	"chr5"	"CpG"	"hg38"
48.9	1564	"chr6"	"CpG"	"hg38"
48.9	1696	"chr7"	"CpG"	"hg38"
48.9	1496	"chr8"	"CpG"	"hg38"
48.9	1260	"chr9"	"CpG"	"hg38"
48.9	1018	"chrX"	"CpG"	"hg38"
48.9	212	"chrY"	"CpG"	"hg38"
49	2354	"chr1"	"CpG"	"hg38"
49	1448	"chr10"	"CpG"	"hg38"
49	1512	"chr11"	"CpG"	"hg38"
49	1350	"chr12"	"CpG"	"hg38"
49	1042	"chr13"	"CpG"	"hg38"
49	856	"chr14"	"CpG"	"hg38"
49	960	"chr15"	"CpG"	"hg38"
49	1130	"chr16"	"CpG"	"hg38"
49	1052	"chr17"	"CpG"	"hg38"
49	840	"chr18"	"CpG"	"hg38"
49	850	"chr19"	"CpG"	"hg38"
49	2252	"chr2"	"CpG"	"hg38"
49	816	"chr20"	"CpG"	"hg38"
49	534	"chr21"	"CpG"	"hg38"
49	578	"chr22"	"CpG"	"hg38"
49	1660	"chr3"	"CpG"	"hg38"
49	1780	"chr4"	"CpG"	"hg38"
49	1646	"chr5"	"CpG"	"hg38"
49	1508	"chr6"	"CpG"	"hg38"
49	1660	"chr7"	"CpG"	"hg38"
49	1542	"chr8"	"CpG"	"hg38"
49	1272	"chr9"	"CpG"	"hg38"
49	952	"chrX"	"CpG"	"hg38"
49	164	"chrY"	"CpG"	"hg38"
49.1	2362	"chr1"	"CpG"	"hg38"
49.1	1574	"chr10"	"CpG"	"hg38"
49.1	1470	"chr11"	"CpG"	"hg38"
49.1	1234	"chr12"	"CpG"	"hg38"
49.1	978	"chr13"	"CpG"	"hg38"
49.1	772	"chr14"	"CpG"	"hg38"
49.1	894	"chr15"	"CpG"	"hg38"
49.1	1022	"chr16"	"CpG"	"hg38"
49.1	926	"chr17"	"CpG"	"hg38"
49.1	862	"chr18"	"CpG"	"hg38"
49.1	778	"chr19"	"CpG"	"hg38"
49.1	2428	"chr2"	"CpG"	"hg38"
49.1	892	"chr20"	"CpG"	"hg38"
49.1	532	"chr21"	"CpG"	"hg38"
49.1	644	"chr22"	"CpG"	"hg38"
49.1	1824	"chr3"	"CpG"	"hg38"
49.1	1698	"chr4"	"CpG"	"hg38"
49.1	1630	"chr5"	"CpG"	"hg38"
49.1	1626	"chr6"	"CpG"	"hg38"
49.1	1556	"chr7"	"CpG"	"hg38"
