"mp" "length" "chromosome" "type" "genome_id" "prop"
"11106" 47.7 1336 "chr10" "GC" "hs1" 4.3260236471831e-07
"11107" 47.7 1400 "chr11" "GC" "hs1" 4.53325831291643e-07
"11108" 47.7 1122 "chr12" "GC" "hs1" 3.63308273363731e-07
"11109" 47.7 1026 "chr13" "GC" "hs1" 3.32223073503732e-07
"11110" 47.7 862 "chr14" "GC" "hs1" 2.79119190409568e-07
"11111" 47.7 784 "chr15" "GC" "hs1" 2.5386246552332e-07
"11112" 47.7 986 "chr16" "GC" "hs1" 3.192709068954e-07
"11113" 47.7 990 "chr17" "GC" "hs1" 3.20566123556233e-07
"11114" 47.7 860 "chr18" "GC" "hs1" 2.78471582079152e-07
"11115" 47.7 728 "chr19" "GC" "hs1" 2.35729432271654e-07
"11116" 47.7 2230 "chr2" "GC" "hs1" 7.22083288414545e-07
"11117" 47.7 808 "chr20" "GC" "hs1" 2.61633765488319e-07
"11118" 47.7 532 "chr21" "GC" "hs1" 1.72263815890824e-07
"11119" 47.7 526 "chr22" "GC" "hs1" 1.70320990899574e-07
"11120" 47.7 1738 "chr3" "GC" "hs1" 5.62771639132053e-07
"11121" 47.7 1674 "chr4" "GC" "hs1" 5.42048172558721e-07
"11122" 47.7 1670 "chr5" "GC" "hs1" 5.40752955897888e-07
"11123" 47.7 1520 "chr6" "GC" "hs1" 4.9218233111664e-07
"11124" 47.7 1632 "chr7" "GC" "hs1" 5.28448397619972e-07
"11125" 47.7 1396 "chr8" "GC" "hs1" 4.52030614630809e-07
"11126" 47.7 1076 "chr9" "GC" "hs1" 3.48413281764148e-07
"11127" 47.7 980 "chrX" "GC" "hs1" 3.1732808190415e-07
"11128" 47.7 172 "chrY" "GC" "hs1" 5.56943164158304e-08
"11129" 47.8 2468 "chr1" "GC" "hs1" 7.99148679734124e-07
"11130" 47.8 1484 "chr10" "GC" "hs1" 4.80525381169141e-07
"11131" 47.8 1396 "chr11" "GC" "hs1" 4.52030614630809e-07
"11132" 47.8 1138 "chr12" "GC" "hs1" 3.68489140007064e-07
"11133" 47.8 1052 "chr13" "GC" "hs1" 3.40641981799149e-07
"11134" 47.8 776 "chr14" "GC" "hs1" 2.51272032201653e-07
"11135" 47.8 910 "chr15" "GC" "hs1" 2.94661790339568e-07
"11136" 47.8 1022 "chr16" "GC" "hs1" 3.30927856842899e-07
"11137" 47.8 914 "chr17" "GC" "hs1" 2.95957007000401e-07
"11138" 47.8 798 "chr18" "GC" "hs1" 2.58395723836236e-07
"11139" 47.8 756 "chr19" "GC" "hs1" 2.44795948897487e-07
"11140" 47.8 2158 "chr2" "GC" "hs1" 6.98769388519546e-07
"11141" 47.8 832 "chr20" "GC" "hs1" 2.69405065453319e-07
"11142" 47.8 474 "chr21" "GC" "hs1" 1.53483174308742e-07
"11143" 47.8 506 "chr22" "GC" "hs1" 1.63844907595408e-07
"11144" 47.8 1918 "chr3" "GC" "hs1" 6.2105638886955e-07
"11145" 47.8 1700 "chr4" "GC" "hs1" 5.50467080854137e-07
"11146" 47.8 1656 "chr5" "GC" "hs1" 5.36219697584971e-07
"11147" 47.8 1434 "chr6" "GC" "hs1" 4.64335172908725e-07
"11148" 47.8 1462 "chr7" "GC" "hs1" 4.73401689534558e-07
"11149" 47.8 1456 "chr8" "GC" "hs1" 4.71458864543308e-07
"11150" 47.8 1212 "chr9" "GC" "hs1" 3.92450648232479e-07
"11151" 47.8 926 "chrX" "GC" "hs1" 2.99842656982901e-07
"11152" 47.8 166 "chrY" "GC" "hs1" 5.37514914245805e-08
"11153" 47.9 2250 "chr1" "GC" "hs1" 7.28559371718711e-07
"11154" 47.9 1438 "chr10" "GC" "hs1" 4.65630389569559e-07
"11155" 47.9 1414 "chr11" "GC" "hs1" 4.57859089604559e-07
"11156" 47.9 1212 "chr12" "GC" "hs1" 3.92450648232479e-07
"11157" 47.9 930 "chr13" "GC" "hs1" 3.01137873643734e-07
"11158" 47.9 902 "chr14" "GC" "hs1" 2.92071357017901e-07
"11159" 47.9 922 "chr15" "GC" "hs1" 2.98547440322067e-07
"11160" 47.9 1102 "chr16" "GC" "hs1" 3.56832190059564e-07
"11161" 47.9 942 "chr17" "GC" "hs1" 3.05023523626234e-07
"11162" 47.9 832 "chr18" "GC" "hs1" 2.69405065453319e-07
"11163" 47.9 706 "chr19" "GC" "hs1" 2.28605740637071e-07
"11164" 47.9 2222 "chr2" "GC" "hs1" 7.19492855092878e-07
"11165" 47.9 776 "chr20" "GC" "hs1" 2.51272032201653e-07
"11166" 47.9 508 "chr21" "GC" "hs1" 1.64492515925825e-07
"11167" 47.9 566 "chr22" "GC" "hs1" 1.83273157507907e-07
"11168" 47.9 1730 "chr3" "GC" "hs1" 5.60181205810387e-07
"11169" 47.9 1756 "chr4" "GC" "hs1" 5.68600114105803e-07
"11170" 47.9 1566 "chr5" "GC" "hs1" 5.07077322716223e-07
"11171" 47.9 1466 "chr6" "GC" "hs1" 4.74696906195391e-07
"11172" 47.9 1612 "chr7" "GC" "hs1" 5.21972314315806e-07
"11173" 47.9 1572 "chr8" "GC" "hs1" 5.09020147707473e-07
"11174" 47.9 1300 "chr9" "GC" "hs1" 4.20945414770811e-07
"11175" 47.9 958 "chrX" "GC" "hs1" 3.10204390269567e-07
"11176" 47.9 156 "chrY" "GC" "hs1" 5.05134497724973e-08
"11177" 48 2330 "chr1" "GC" "hs1" 7.54463704935377e-07
"11178" 48 1422 "chr10" "GC" "hs1" 4.60449522926226e-07
"11179" 48 1440 "chr11" "GC" "hs1" 4.66277997899975e-07
"11180" 48 1266 "chr12" "GC" "hs1" 4.09936073153728e-07
"11181" 48 994 "chr13" "GC" "hs1" 3.21861340217066e-07
"11182" 48 830 "chr14" "GC" "hs1" 2.68757457122902e-07
"11183" 48 932 "chr15" "GC" "hs1" 3.01785481974151e-07
"11184" 48 974 "chr16" "GC" "hs1" 3.153852569129e-07
"11185" 48 920 "chr17" "GC" "hs1" 2.97899831991651e-07
"11186" 48 792 "chr18" "GC" "hs1" 2.56452898844986e-07
"11187" 48 706 "chr19" "GC" "hs1" 2.28605740637071e-07
"11188" 48 2200 "chr2" "GC" "hs1" 7.12369163458295e-07
"11189" 48 816 "chr20" "GC" "hs1" 2.64224198809986e-07
"11190" 48 504 "chr21" "GC" "hs1" 1.63197299264991e-07
"11191" 48 526 "chr22" "GC" "hs1" 1.70320990899574e-07
"11192" 48 1788 "chr3" "GC" "hs1" 5.78961847392469e-07
"11193" 48 1666 "chr4" "GC" "hs1" 5.39457739237055e-07
"11194" 48 1614 "chr5" "GC" "hs1" 5.22619922646222e-07
"11195" 48 1506 "chr6" "GC" "hs1" 4.87649072803724e-07
"11196" 48 1632 "chr7" "GC" "hs1" 5.28448397619972e-07
"11197" 48 1444 "chr8" "GC" "hs1" 4.67573214560808e-07
"11198" 48 1180 "chr9" "GC" "hs1" 3.82088914945813e-07
"11199" 48 952 "chrX" "GC" "hs1" 3.08261565278317e-07
"11200" 48 180 "chrY" "GC" "hs1" 5.82847497374969e-08
"11201" 48 0.125 NA "GC" "Hypothetical" 0.00125
"11202" 48.1 2404 "chr1" "GC" "hs1" 7.78425213160792e-07
"11203" 48.1 1502 "chr10" "GC" "hs1" 4.86353856142891e-07
"11204" 48.1 1472 "chr11" "GC" "hs1" 4.76639731186641e-07
"11205" 48.1 1326 "chr12" "GC" "hs1" 4.29364323066227e-07
"11206" 48.1 984 "chr13" "GC" "hs1" 3.18623298564983e-07
"11207" 48.1 868 "chr14" "GC" "hs1" 2.81062015400818e-07
"11208" 48.1 924 "chr15" "GC" "hs1" 2.99195048652484e-07
"11209" 48.1 1050 "chr16" "GC" "hs1" 3.39994373468732e-07
"11210" 48.1 1014 "chr17" "GC" "hs1" 3.28337423521233e-07
"11211" 48.1 890 "chr18" "GC" "hs1" 2.88185707035401e-07
"11212" 48.1 690 "chr19" "GC" "hs1" 2.23424873993738e-07
"11213" 48.1 2298 "chr2" "GC" "hs1" 7.4410197164871e-07
"11214" 48.1 788 "chr20" "GC" "hs1" 2.55157682184153e-07
"11215" 48.1 548 "chr21" "GC" "hs1" 1.77444682534157e-07
"11216" 48.1 478 "chr22" "GC" "hs1" 1.54778390969575e-07
"11217" 48.1 1772 "chr3" "GC" "hs1" 5.73780980749136e-07
"11218" 48.1 1716 "chr4" "GC" "hs1" 5.5564794749747e-07
"11219" 48.1 1640 "chr5" "GC" "hs1" 5.31038830941638e-07
"11220" 48.1 1458 "chr6" "GC" "hs1" 4.72106472873725e-07
"11221" 48.1 1688 "chr7" "GC" "hs1" 5.46581430871638e-07
"11222" 48.1 1500 "chr8" "GC" "hs1" 4.85706247812474e-07
"11223" 48.1 1232 "chr9" "GC" "hs1" 3.98926731536645e-07
"11224" 48.1 974 "chrX" "GC" "hs1" 3.153852569129e-07
"11225" 48.1 164 "chrY" "GC" "hs1" 5.31038830941638e-08
"11226" 48.2 2262 "chr1" "GC" "hs1" 7.32445021701211e-07
"11227" 48.2 1514 "chr10" "GC" "hs1" 4.90239506125391e-07
"11228" 48.2 1364 "chr11" "GC" "hs1" 4.41668881344143e-07
"11229" 48.2 1232 "chr12" "GC" "hs1" 3.98926731536645e-07
"11230" 48.2 930 "chr13" "GC" "hs1" 3.01137873643734e-07
"11231" 48.2 870 "chr14" "GC" "hs1" 2.81709623731235e-07
"11232" 48.2 912 "chr15" "GC" "hs1" 2.95309398669984e-07
"11233" 48.2 1136 "chr16" "GC" "hs1" 3.67841531676647e-07
"11234" 48.2 968 "chr17" "GC" "hs1" 3.1344243192165e-07
"11235" 48.2 796 "chr18" "GC" "hs1" 2.5774811550582e-07
"11236" 48.2 744 "chr19" "GC" "hs1" 2.40910298914987e-07
"11237" 48.2 2252 "chr2" "GC" "hs1" 7.29206980049128e-07
"11238" 48.2 876 "chr20" "GC" "hs1" 2.83652448722485e-07
"11239" 48.2 508 "chr21" "GC" "hs1" 1.64492515925825e-07
"11240" 48.2 544 "chr22" "GC" "hs1" 1.76149465873324e-07
"11241" 48.2 1820 "chr3" "GC" "hs1" 5.89323580679135e-07
"11242" 48.2 1770 "chr4" "GC" "hs1" 5.7313337241872e-07
"11243" 48.2 1588 "chr5" "GC" "hs1" 5.14201014350806e-07
"11244" 48.2 1474 "chr6" "GC" "hs1" 4.77287339517058e-07
"11245" 48.2 1676 "chr7" "GC" "hs1" 5.42695780889138e-07
"11246" 48.2 1420 "chr8" "GC" "hs1" 4.59801914595809e-07
"11247" 48.2 1276 "chr9" "GC" "hs1" 4.13174114805811e-07
"11248" 48.2 974 "chrX" "GC" "hs1" 3.153852569129e-07
"11249" 48.2 168 "chrY" "GC" "hs1" 5.43990997549971e-08
"11250" 48.3 2392 "chr1" "GC" "hs1" 7.74539563178292e-07
"11251" 48.3 1474 "chr10" "GC" "hs1" 4.77287339517058e-07
"11252" 48.3 1436 "chr11" "GC" "hs1" 4.64982781239142e-07
"11253" 48.3 1330 "chr12" "GC" "hs1" 4.3065953972706e-07
"11254" 48.3 976 "chr13" "GC" "hs1" 3.16032865243317e-07
"11255" 48.3 866 "chr14" "GC" "hs1" 2.80414407070402e-07
"11256" 48.3 838 "chr15" "GC" "hs1" 2.71347890444569e-07
"11257" 48.3 1048 "chr16" "GC" "hs1" 3.39346765138315e-07
"11258" 48.3 960 "chr17" "GC" "hs1" 3.10851998599983e-07
"11259" 48.3 836 "chr18" "GC" "hs1" 2.70700282114152e-07
"11260" 48.3 714 "chr19" "GC" "hs1" 2.31196173958738e-07
"11261" 48.3 2326 "chr2" "GC" "hs1" 7.53168488274543e-07
"11262" 48.3 822 "chr20" "GC" "hs1" 2.66167023801236e-07
"11263" 48.3 500 "chr21" "GC" "hs1" 1.61902082604158e-07
"11264" 48.3 568 "chr22" "GC" "hs1" 1.83920765838324e-07
"11265" 48.3 1714 "chr3" "GC" "hs1" 5.55000339167054e-07
"11266" 48.3 1832 "chr4" "GC" "hs1" 5.93209230661635e-07
"11267" 48.3 1588 "chr5" "GC" "hs1" 5.14201014350806e-07
"11268" 48.3 1464 "chr6" "GC" "hs1" 4.74049297864975e-07
"11269" 48.3 1566 "chr7" "GC" "hs1" 5.07077322716223e-07
"11270" 48.3 1502 "chr8" "GC" "hs1" 4.86353856142891e-07
"11271" 48.3 1210 "chr9" "GC" "hs1" 3.91803039902063e-07
"11272" 48.3 1026 "chrX" "GC" "hs1" 3.32223073503732e-07
"11273" 48.3 152 "chrY" "GC" "hs1" 4.92182331116641e-08
"11274" 48.4 2360 "chr1" "GC" "hs1" 7.64177829891626e-07
"11275" 48.4 1568 "chr10" "GC" "hs1" 5.0772493104664e-07
"11276" 48.4 1374 "chr11" "GC" "hs1" 4.44906922996226e-07
"11277" 48.4 1234 "chr12" "GC" "hs1" 3.99574339867062e-07
"11278" 48.4 1068 "chr13" "GC" "hs1" 3.45822848442482e-07
"11279" 48.4 848 "chr14" "GC" "hs1" 2.74585932096652e-07
"11280" 48.4 862 "chr15" "GC" "hs1" 2.79119190409568e-07
"11281" 48.4 1050 "chr16" "GC" "hs1" 3.39994373468732e-07
"11282" 48.4 984 "chr17" "GC" "hs1" 3.18623298564983e-07
"11283" 48.4 802 "chr18" "GC" "hs1" 2.5969094049707e-07
"11284" 48.4 682 "chr19" "GC" "hs1" 2.20834440672072e-07
"11285" 48.4 2226 "chr2" "GC" "hs1" 7.20788071753712e-07
"11286" 48.4 880 "chr20" "GC" "hs1" 2.84947665383318e-07
"11287" 48.4 510 "chr21" "GC" "hs1" 1.65140124256241e-07
"11288" 48.4 502 "chr22" "GC" "hs1" 1.62549690934575e-07
"11289" 48.4 1768 "chr3" "GC" "hs1" 5.72485764088303e-07
"11290" 48.4 1706 "chr4" "GC" "hs1" 5.52409905845387e-07
"11291" 48.4 1696 "chr5" "GC" "hs1" 5.49171864193304e-07
"11292" 48.4 1520 "chr6" "GC" "hs1" 4.9218233111664e-07
"11293" 48.4 1608 "chr7" "GC" "hs1" 5.20677097654972e-07
"11294" 48.4 1518 "chr8" "GC" "hs1" 4.91534722786224e-07
"11295" 48.4 1184 "chr9" "GC" "hs1" 3.83384131606646e-07
"11296" 48.4 994 "chrX" "GC" "hs1" 3.21861340217066e-07
"11297" 48.4 176 "chrY" "GC" "hs1" 5.69895330766636e-08
"11298" 48.5 2210 "chr1" "GC" "hs1" 7.15607205110379e-07
"11299" 48.5 1504 "chr10" "GC" "hs1" 4.87001464473307e-07
"11300" 48.5 1444 "chr11" "GC" "hs1" 4.67573214560808e-07
"11301" 48.5 1244 "chr12" "GC" "hs1" 4.02812381519145e-07
"11302" 48.5 960 "chr13" "GC" "hs1" 3.10851998599983e-07
"11303" 48.5 880 "chr14" "GC" "hs1" 2.84947665383318e-07
"11304" 48.5 892 "chr15" "GC" "hs1" 2.88833315365818e-07
"11305" 48.5 1104 "chr16" "GC" "hs1" 3.57479798389981e-07
"11306" 48.5 964 "chr17" "GC" "hs1" 3.12147215260817e-07
"11307" 48.5 846 "chr18" "GC" "hs1" 2.73938323766235e-07
"11308" 48.5 748 "chr19" "GC" "hs1" 2.4220551557582e-07
"11309" 48.5 2392 "chr2" "GC" "hs1" 7.74539563178292e-07
"11310" 48.5 736 "chr20" "GC" "hs1" 2.38319865593321e-07
"11311" 48.5 496 "chr21" "GC" "hs1" 1.60606865943325e-07
"11312" 48.5 564 "chr22" "GC" "hs1" 1.8262554917749e-07
"11313" 48.5 1794 "chr3" "GC" "hs1" 5.80904672383719e-07
"11314" 48.5 1668 "chr4" "GC" "hs1" 5.40105347567471e-07
"11315" 48.5 1666 "chr5" "GC" "hs1" 5.39457739237055e-07
"11316" 48.5 1636 "chr6" "GC" "hs1" 5.29743614280805e-07
"11317" 48.5 1662 "chr7" "GC" "hs1" 5.38162522576221e-07
"11318" 48.5 1550 "chr8" "GC" "hs1" 5.0189645607289e-07
"11319" 48.5 1214 "chr9" "GC" "hs1" 3.93098256562896e-07
"11320" 48.5 940 "chrX" "GC" "hs1" 3.04375915295817e-07
"11321" 48.5 174 "chrY" "GC" "hs1" 5.6341924746247e-08
"11322" 48.6 2308 "chr1" "GC" "hs1" 7.47340013300794e-07
"11323" 48.6 1442 "chr10" "GC" "hs1" 4.66925606230392e-07
"11324" 48.6 1432 "chr11" "GC" "hs1" 4.63687564578309e-07
"11325" 48.6 1214 "chr12" "GC" "hs1" 3.93098256562896e-07
"11326" 48.6 940 "chr13" "GC" "hs1" 3.04375915295817e-07
"11327" 48.6 856 "chr14" "GC" "hs1" 2.77176365418319e-07
"11328" 48.6 930 "chr15" "GC" "hs1" 3.01137873643734e-07
"11329" 48.6 1118 "chr16" "GC" "hs1" 3.62013056702897e-07
"11330" 48.6 952 "chr17" "GC" "hs1" 3.08261565278317e-07
"11331" 48.6 804 "chr18" "GC" "hs1" 2.60338548827486e-07
"11332" 48.6 770 "chr19" "GC" "hs1" 2.49329207210403e-07
"11333" 48.6 2286 "chr2" "GC" "hs1" 7.40216321666211e-07
"11334" 48.6 848 "chr20" "GC" "hs1" 2.74585932096652e-07
"11335" 48.6 536 "chr21" "GC" "hs1" 1.73559032551657e-07
"11336" 48.6 540 "chr22" "GC" "hs1" 1.74854249212491e-07
"11337" 48.6 1798 "chr3" "GC" "hs1" 5.82199889044552e-07
"11338" 48.6 1740 "chr4" "GC" "hs1" 5.6341924746247e-07
"11339" 48.6 1756 "chr5" "GC" "hs1" 5.68600114105803e-07
"11340" 48.6 1546 "chr6" "GC" "hs1" 5.00601239412057e-07
"11341" 48.6 1678 "chr7" "GC" "hs1" 5.43343389219554e-07
"11342" 48.6 1504 "chr8" "GC" "hs1" 4.87001464473307e-07
"11343" 48.6 1218 "chr9" "GC" "hs1" 3.94393473223729e-07
"11344" 48.6 944 "chrX" "GC" "hs1" 3.0567113195665e-07
"11345" 48.6 156 "chrY" "GC" "hs1" 5.05134497724973e-08
"11346" 48.7 2324 "chr1" "GC" "hs1" 7.52520879944127e-07
"11347" 48.7 1422 "chr10" "GC" "hs1" 4.60449522926226e-07
"11348" 48.7 1500 "chr11" "GC" "hs1" 4.85706247812474e-07
"11349" 48.7 1246 "chr12" "GC" "hs1" 4.03459989849562e-07
"11350" 48.7 984 "chr13" "GC" "hs1" 3.18623298564983e-07
"11351" 48.7 916 "chr14" "GC" "hs1" 2.96604615330818e-07
"11352" 48.7 920 "chr15" "GC" "hs1" 2.97899831991651e-07
"11353" 48.7 1052 "chr16" "GC" "hs1" 3.40641981799149e-07
"11354" 48.7 982 "chr17" "GC" "hs1" 3.17975690234566e-07
"11355" 48.7 760 "chr18" "GC" "hs1" 2.4609116555832e-07
"11356" 48.7 732 "chr19" "GC" "hs1" 2.37024648932487e-07
"11357" 48.7 2278 "chr2" "GC" "hs1" 7.37625888344544e-07
"11358" 48.7 770 "chr20" "GC" "hs1" 2.49329207210403e-07
"11359" 48.7 536 "chr21" "GC" "hs1" 1.73559032551657e-07
"11360" 48.7 528 "chr22" "GC" "hs1" 1.70968599229991e-07
"11361" 48.7 1744 "chr3" "GC" "hs1" 5.64714464123303e-07
"11362" 48.7 1668 "chr4" "GC" "hs1" 5.40105347567471e-07
"11363" 48.7 1754 "chr5" "GC" "hs1" 5.67952505775386e-07
"11364" 48.7 1430 "chr6" "GC" "hs1" 4.63039956247892e-07
"11365" 48.7 1612 "chr7" "GC" "hs1" 5.21972314315806e-07
"11366" 48.7 1538 "chr8" "GC" "hs1" 4.9801080609039e-07
"11367" 48.7 1240 "chr9" "GC" "hs1" 4.01517164858312e-07
"11368" 48.7 924 "chrX" "GC" "hs1" 2.99195048652484e-07
"11369" 48.7 164 "chrY" "GC" "hs1" 5.31038830941638e-08
"11370" 48.8 2452 "chr1" "GC" "hs1" 7.93967813090791e-07
"11371" 48.8 1436 "chr10" "GC" "hs1" 4.64982781239142e-07
"11372" 48.8 1474 "chr11" "GC" "hs1" 4.77287339517058e-07
"11373" 48.8 1222 "chr12" "GC" "hs1" 3.95688689884562e-07
"11374" 48.8 978 "chr13" "GC" "hs1" 3.16680473573733e-07
"11375" 48.8 892 "chr14" "GC" "hs1" 2.88833315365818e-07
"11376" 48.8 944 "chr15" "GC" "hs1" 3.0567113195665e-07
"11377" 48.8 1136 "chr16" "GC" "hs1" 3.67841531676647e-07
"11378" 48.8 940 "chr17" "GC" "hs1" 3.04375915295817e-07
"11379" 48.8 858 "chr18" "GC" "hs1" 2.77823973748735e-07
"11380" 48.8 714 "chr19" "GC" "hs1" 2.31196173958738e-07
"11381" 48.8 2242 "chr2" "GC" "hs1" 7.25968938397045e-07
"11382" 48.8 796 "chr20" "GC" "hs1" 2.5774811550582e-07
"11383" 48.8 554 "chr21" "GC" "hs1" 1.79387507525407e-07
"11384" 48.8 522 "chr22" "GC" "hs1" 1.69025774238741e-07
"11385" 48.8 1784 "chr3" "GC" "hs1" 5.77666630731636e-07
"11386" 48.8 1730 "chr4" "GC" "hs1" 5.60181205810387e-07
"11387" 48.8 1670 "chr5" "GC" "hs1" 5.40752955897888e-07
"11388" 48.8 1460 "chr6" "GC" "hs1" 4.72754081204142e-07
"11389" 48.8 1592 "chr7" "GC" "hs1" 5.15496231011639e-07
"11390" 48.8 1474 "chr8" "GC" "hs1" 4.77287339517058e-07
"11391" 48.8 1308 "chr9" "GC" "hs1" 4.23535848092477e-07
"11392" 48.8 906 "chrX" "GC" "hs1" 2.93366573678734e-07
"11393" 48.8 162 "chrY" "GC" "hs1" 5.24562747637472e-08
"11394" 48.9 2362 "chr1" "GC" "hs1" 7.64825438222043e-07
"11395" 48.9 1552 "chr10" "GC" "hs1" 5.02544064403307e-07
"11396" 48.9 1484 "chr11" "GC" "hs1" 4.80525381169141e-07
"11397" 48.9 1262 "chr12" "GC" "hs1" 4.08640856492895e-07
"11398" 48.9 982 "chr13" "GC" "hs1" 3.17975690234566e-07
"11399" 48.9 890 "chr14" "GC" "hs1" 2.88185707035401e-07
"11400" 48.9 828 "chr15" "GC" "hs1" 2.68109848792486e-07
"11401" 48.9 1062 "chr16" "GC" "hs1" 3.43880023451232e-07
"11402" 48.9 930 "chr17" "GC" "hs1" 3.01137873643734e-07
"11403" 48.9 888 "chr18" "GC" "hs1" 2.87538098704985e-07
"11404" 48.9 736 "chr19" "GC" "hs1" 2.38319865593321e-07
"11405" 48.9 2338 "chr2" "GC" "hs1" 7.57054138257043e-07
"11406" 48.9 888 "chr20" "GC" "hs1" 2.87538098704985e-07
"11407" 48.9 456 "chr21" "GC" "hs1" 1.47654699334992e-07
"11408" 48.9 618 "chr22" "GC" "hs1" 2.00110974098739e-07
"11409" 48.9 1738 "chr3" "GC" "hs1" 5.62771639132053e-07
"11410" 48.9 1730 "chr4" "GC" "hs1" 5.60181205810387e-07
"11411" 48.9 1676 "chr5" "GC" "hs1" 5.42695780889138e-07
"11412" 48.9 1564 "chr6" "GC" "hs1" 5.06429714385806e-07
"11413" 48.9 1696 "chr7" "GC" "hs1" 5.49171864193304e-07
"11414" 48.9 1496 "chr8" "GC" "hs1" 4.84411031151641e-07
"11415" 48.9 1260 "chr9" "GC" "hs1" 4.07993248162478e-07
"11416" 48.9 1018 "chrX" "GC" "hs1" 3.29632640182066e-07
"11417" 48.9 212 "chrY" "GC" "hs1" 6.8646483024163e-08
"11418" 49 2354 "chr1" "GC" "hs1" 7.62235004900376e-07
"11419" 49 1448 "chr10" "GC" "hs1" 4.68868431221642e-07
"11420" 49 1512 "chr11" "GC" "hs1" 4.89591897794974e-07
"11421" 49 1350 "chr12" "GC" "hs1" 4.37135623031227e-07
"11422" 49 1042 "chr13" "GC" "hs1" 3.37403940147065e-07
"11423" 49 856 "chr14" "GC" "hs1" 2.77176365418319e-07
"11424" 49 960 "chr15" "GC" "hs1" 3.10851998599983e-07
"11425" 49 1130 "chr16" "GC" "hs1" 3.65898706685397e-07
"11426" 49 1052 "chr17" "GC" "hs1" 3.40641981799149e-07
"11427" 49 840 "chr18" "GC" "hs1" 2.71995498774986e-07
"11428" 49 850 "chr19" "GC" "hs1" 2.75233540427069e-07
"11429" 49 2252 "chr2" "GC" "hs1" 7.29206980049128e-07
"11430" 49 816 "chr20" "GC" "hs1" 2.64224198809986e-07
"11431" 49 534 "chr21" "GC" "hs1" 1.72911424221241e-07
"11432" 49 578 "chr22" "GC" "hs1" 1.87158807490407e-07
"11433" 49 1660 "chr3" "GC" "hs1" 5.37514914245805e-07
"11434" 49 1780 "chr4" "GC" "hs1" 5.76371414070803e-07
"11435" 49 1646 "chr5" "GC" "hs1" 5.32981655932888e-07
"11436" 49 1508 "chr6" "GC" "hs1" 4.88296681134141e-07
"11437" 49 1660 "chr7" "GC" "hs1" 5.37514914245805e-07
"11438" 49 1542 "chr8" "GC" "hs1" 4.99306022751223e-07
"11439" 49 1272 "chr9" "GC" "hs1" 4.11878898144978e-07
"11440" 49 952 "chrX" "GC" "hs1" 3.08261565278317e-07
"11441" 49 164 "chrY" "GC" "hs1" 5.31038830941638e-08
"11442" 49 0.125 NA "GC" "Hypothetical" 0.00125
"11443" 49.1 2362 "chr1" "GC" "hs1" 7.64825438222043e-07
"11444" 49.1 1574 "chr10" "GC" "hs1" 5.0966775603789e-07
"11445" 49.1 1470 "chr11" "GC" "hs1" 4.75992122856225e-07
"11446" 49.1 1234 "chr12" "GC" "hs1" 3.99574339867062e-07
"11447" 49.1 978 "chr13" "GC" "hs1" 3.16680473573733e-07
"11448" 49.1 772 "chr14" "GC" "hs1" 2.4997681554082e-07
"11449" 49.1 894 "chr15" "GC" "hs1" 2.89480923696235e-07
"11450" 49.1 1022 "chr16" "GC" "hs1" 3.30927856842899e-07
"11451" 49.1 926 "chr17" "GC" "hs1" 2.99842656982901e-07
"11452" 49.1 862 "chr18" "GC" "hs1" 2.79119190409568e-07
"11453" 49.1 778 "chr19" "GC" "hs1" 2.5191964053207e-07
"11454" 49.1 2428 "chr2" "GC" "hs1" 7.86196513125792e-07
"11455" 49.1 892 "chr20" "GC" "hs1" 2.88833315365818e-07
"11456" 49.1 532 "chr21" "GC" "hs1" 1.72263815890824e-07
"11457" 49.1 644 "chr22" "GC" "hs1" 2.08529882394156e-07
"11458" 49.1 1824 "chr3" "GC" "hs1" 5.90618797339969e-07
"11459" 49.1 1698 "chr4" "GC" "hs1" 5.49819472523721e-07
"11460" 49.1 1630 "chr5" "GC" "hs1" 5.27800789289555e-07
"11461" 49.1 1626 "chr6" "GC" "hs1" 5.26505572628722e-07
"11462" 49.1 1556 "chr7" "GC" "hs1" 5.0383928106414e-07
"11463" 49.1 1600 "chr8" "GC" "hs1" 5.18086664333306e-07
"11464" 49.1 1202 "chr9" "GC" "hs1" 3.89212606580396e-07
"11465" 49.1 1060 "chrX" "GC" "hs1" 3.43232415120815e-07
"11466" 49.1 130 "chrY" "GC" "hs1" 4.20945414770811e-08
"11467" 49.2 2354 "chr1" "GC" "hs1" 7.62235004900376e-07
"11468" 49.2 1550 "chr10" "GC" "hs1" 5.0189645607289e-07
"11469" 49.2 1510 "chr11" "GC" "hs1" 4.88944289464557e-07
"11470" 49.2 1314 "chr12" "GC" "hs1" 4.25478673083727e-07
"11471" 49.2 1016 "chr13" "GC" "hs1" 3.28985031851649e-07
"11472" 49.2 852 "chr14" "GC" "hs1" 2.75881148757485e-07
"11473" 49.2 926 "chr15" "GC" "hs1" 2.99842656982901e-07
"11474" 49.2 1042 "chr16" "GC" "hs1" 3.37403940147065e-07
"11475" 49.2 966 "chr17" "GC" "hs1" 3.12794823591233e-07
"11476" 49.2 868 "chr18" "GC" "hs1" 2.81062015400818e-07
"11477" 49.2 816 "chr19" "GC" "hs1" 2.64224198809986e-07
"11478" 49.2 2344 "chr2" "GC" "hs1" 7.58996963248293e-07
"11479" 49.2 922 "chr20" "GC" "hs1" 2.98547440322067e-07
"11480" 49.2 566 "chr21" "GC" "hs1" 1.83273157507907e-07
